"","Statistic","Month","Agricultural.Product","value"
"888","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","1999M12","Total Livestock Products (Output)",NA
"889","Agricultural Input and Output Prices Indices (Base 2000=100)","2000M01","Total Livestock Products (Output)",99.804
"890","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2000M01","Total Livestock Products (Output)",NA
"891","Agricultural Input and Output Prices Indices (Base 2000=100)","2000M02","Total Livestock Products (Output)",98.689
"892","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2000M02","Total Livestock Products (Output)",NA
"893","Agricultural Input and Output Prices Indices (Base 2000=100)","2000M03","Total Livestock Products (Output)",97.885
"894","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2000M03","Total Livestock Products (Output)",NA
"895","Agricultural Input and Output Prices Indices (Base 2000=100)","2000M04","Total Livestock Products (Output)",96.82
"896","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2000M04","Total Livestock Products (Output)",NA
"897","Agricultural Input and Output Prices Indices (Base 2000=100)","2000M05","Total Livestock Products (Output)",97.383
"898","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2000M05","Total Livestock Products (Output)",NA
"899","Agricultural Input and Output Prices Indices (Base 2000=100)","2000M06","Total Livestock Products (Output)",97.967
"900","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2000M06","Total Livestock Products (Output)",NA
"901","Agricultural Input and Output Prices Indices (Base 2000=100)","2000M07","Total Livestock Products (Output)",99.316
"902","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2000M07","Total Livestock Products (Output)",NA
"903","Agricultural Input and Output Prices Indices (Base 2000=100)","2000M08","Total Livestock Products (Output)",100.53
"904","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2000M08","Total Livestock Products (Output)",NA
"905","Agricultural Input and Output Prices Indices (Base 2000=100)","2000M09","Total Livestock Products (Output)",102.862
"906","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2000M09","Total Livestock Products (Output)",NA
"907","Agricultural Input and Output Prices Indices (Base 2000=100)","2000M10","Total Livestock Products (Output)",103.872
"908","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2000M10","Total Livestock Products (Output)",NA
"909","Agricultural Input and Output Prices Indices (Base 2000=100)","2000M11","Total Livestock Products (Output)",105.795
"910","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2000M11","Total Livestock Products (Output)",NA
"911","Agricultural Input and Output Prices Indices (Base 2000=100)","2000M12","Total Livestock Products (Output)",106.52
"912","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2000M12","Total Livestock Products (Output)",NA
"913","Agricultural Input and Output Prices Indices (Base 2000=100)","2001M01","Total Livestock Products (Output)",106.992
"914","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2001M01","Total Livestock Products (Output)",NA
"915","Agricultural Input and Output Prices Indices (Base 2000=100)","2001M02","Total Livestock Products (Output)",103.879
"916","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2001M02","Total Livestock Products (Output)",NA
"917","Agricultural Input and Output Prices Indices (Base 2000=100)","2001M03","Total Livestock Products (Output)",103.833
"918","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2001M03","Total Livestock Products (Output)",NA
"919","Agricultural Input and Output Prices Indices (Base 2000=100)","2001M04","Total Livestock Products (Output)",101.171
"920","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2001M04","Total Livestock Products (Output)",NA
"921","Agricultural Input and Output Prices Indices (Base 2000=100)","2001M05","Total Livestock Products (Output)",103.33
"922","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2001M05","Total Livestock Products (Output)",NA
"923","Agricultural Input and Output Prices Indices (Base 2000=100)","2001M06","Total Livestock Products (Output)",103.903
"924","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2001M06","Total Livestock Products (Output)",NA
"925","Agricultural Input and Output Prices Indices (Base 2000=100)","2001M07","Total Livestock Products (Output)",103.502
"926","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2001M07","Total Livestock Products (Output)",NA
"927","Agricultural Input and Output Prices Indices (Base 2000=100)","2001M08","Total Livestock Products (Output)",103.208
"928","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2001M08","Total Livestock Products (Output)",NA
"929","Agricultural Input and Output Prices Indices (Base 2000=100)","2001M09","Total Livestock Products (Output)",105.935
"930","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2001M09","Total Livestock Products (Output)",NA
"931","Agricultural Input and Output Prices Indices (Base 2000=100)","2001M10","Total Livestock Products (Output)",104.941
"932","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2001M10","Total Livestock Products (Output)",NA
"933","Agricultural Input and Output Prices Indices (Base 2000=100)","2001M11","Total Livestock Products (Output)",105.009
"934","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2001M11","Total Livestock Products (Output)",NA
"935","Agricultural Input and Output Prices Indices (Base 2000=100)","2001M12","Total Livestock Products (Output)",102.754
"936","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2001M12","Total Livestock Products (Output)",NA
"937","Agricultural Input and Output Prices Indices (Base 2000=100)","2002M01","Total Livestock Products (Output)",102.993
"938","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2002M01","Total Livestock Products (Output)",NA
"939","Agricultural Input and Output Prices Indices (Base 2000=100)","2002M02","Total Livestock Products (Output)",101.202
"940","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2002M02","Total Livestock Products (Output)",NA
"941","Agricultural Input and Output Prices Indices (Base 2000=100)","2002M03","Total Livestock Products (Output)",99.247
"942","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2002M03","Total Livestock Products (Output)",NA
"943","Agricultural Input and Output Prices Indices (Base 2000=100)","2002M04","Total Livestock Products (Output)",95.588
"944","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2002M04","Total Livestock Products (Output)",NA
"945","Agricultural Input and Output Prices Indices (Base 2000=100)","2002M05","Total Livestock Products (Output)",95.087
"946","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2002M05","Total Livestock Products (Output)",NA
"947","Agricultural Input and Output Prices Indices (Base 2000=100)","2002M06","Total Livestock Products (Output)",94.655
"948","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2002M06","Total Livestock Products (Output)",NA
"949","Agricultural Input and Output Prices Indices (Base 2000=100)","2002M07","Total Livestock Products (Output)",94.575
"950","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2002M07","Total Livestock Products (Output)",NA
"951","Agricultural Input and Output Prices Indices (Base 2000=100)","2002M08","Total Livestock Products (Output)",94.955
"952","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2002M08","Total Livestock Products (Output)",NA
"953","Agricultural Input and Output Prices Indices (Base 2000=100)","2002M09","Total Livestock Products (Output)",97.683
"954","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2002M09","Total Livestock Products (Output)",NA
"955","Agricultural Input and Output Prices Indices (Base 2000=100)","2002M10","Total Livestock Products (Output)",97.847
"956","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2002M10","Total Livestock Products (Output)",NA
"957","Agricultural Input and Output Prices Indices (Base 2000=100)","2002M11","Total Livestock Products (Output)",99.198
"958","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2002M11","Total Livestock Products (Output)",NA
"959","Agricultural Input and Output Prices Indices (Base 2000=100)","2002M12","Total Livestock Products (Output)",100.913
"960","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2002M12","Total Livestock Products (Output)",NA
"961","Agricultural Input and Output Prices Indices (Base 2000=100)","2003M01","Total Livestock Products (Output)",102.097
"962","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2003M01","Total Livestock Products (Output)",NA
"963","Agricultural Input and Output Prices Indices (Base 2000=100)","2003M02","Total Livestock Products (Output)",99.003
"964","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2003M02","Total Livestock Products (Output)",NA
"965","Agricultural Input and Output Prices Indices (Base 2000=100)","2003M03","Total Livestock Products (Output)",97.489
"966","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2003M03","Total Livestock Products (Output)",NA
"967","Agricultural Input and Output Prices Indices (Base 2000=100)","2003M04","Total Livestock Products (Output)",94.003
"968","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2003M04","Total Livestock Products (Output)",NA
"969","Agricultural Input and Output Prices Indices (Base 2000=100)","2003M05","Total Livestock Products (Output)",93.831
"970","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2003M05","Total Livestock Products (Output)",NA
"971","Agricultural Input and Output Prices Indices (Base 2000=100)","2003M06","Total Livestock Products (Output)",93.819
"972","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2003M06","Total Livestock Products (Output)",NA
"973","Agricultural Input and Output Prices Indices (Base 2000=100)","2003M07","Total Livestock Products (Output)",93.555
"974","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2003M07","Total Livestock Products (Output)",NA
"975","Agricultural Input and Output Prices Indices (Base 2000=100)","2003M08","Total Livestock Products (Output)",94.019
"976","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2003M08","Total Livestock Products (Output)",NA
"977","Agricultural Input and Output Prices Indices (Base 2000=100)","2003M09","Total Livestock Products (Output)",96.447
"978","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2003M09","Total Livestock Products (Output)",NA
"979","Agricultural Input and Output Prices Indices (Base 2000=100)","2003M10","Total Livestock Products (Output)",96.518
"980","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2003M10","Total Livestock Products (Output)",NA
"981","Agricultural Input and Output Prices Indices (Base 2000=100)","2003M11","Total Livestock Products (Output)",97.55
"982","Agricultural Input and Output Prices Indices (Seasonally Adjusted) (Base 2000=100)","2003M11","Total Livestock Products (Output)",NA
