"","Statistic","Month","Liveweight","value"
"1595","Sheep Price per Head (Euro)","2007M06","Mart Sheep 40-49kg",75.94
"1596","Sheep Price per Kg (Euro)","2007M06","Mart Sheep 40-49kg",1.67
"1597","Sheep Price per Head (Euro)","2007M07","Mart Sheep 40-49kg",72.65
"1598","Sheep Price per Kg (Euro)","2007M07","Mart Sheep 40-49kg",1.6
"1599","Sheep Price per Head (Euro)","2007M08","Mart Sheep 40-49kg",73.35
"1600","Sheep Price per Kg (Euro)","2007M08","Mart Sheep 40-49kg",1.67
"1601","Sheep Price per Head (Euro)","2007M09","Mart Sheep 40-49kg",76.89
"1602","Sheep Price per Kg (Euro)","2007M09","Mart Sheep 40-49kg",1.69
"1603","Sheep Price per Head (Euro)","2007M10","Mart Sheep 40-49kg",71.29
"1604","Sheep Price per Kg (Euro)","2007M10","Mart Sheep 40-49kg",1.57
"1605","Sheep Price per Head (Euro)","2007M11","Mart Sheep 40-49kg",75.12
"1606","Sheep Price per Kg (Euro)","2007M11","Mart Sheep 40-49kg",1.65
"1607","Sheep Price per Head (Euro)","2007M12","Mart Sheep 40-49kg",72.91
"1608","Sheep Price per Kg (Euro)","2007M12","Mart Sheep 40-49kg",1.59
"1609","Sheep Price per Head (Euro)","2008M01","Mart Sheep 40-49kg",75.48
"1610","Sheep Price per Kg (Euro)","2008M01","Mart Sheep 40-49kg",1.65
"1611","Sheep Price per Head (Euro)","2008M02","Mart Sheep 40-49kg",82.95
"1612","Sheep Price per Kg (Euro)","2008M02","Mart Sheep 40-49kg",1.81
"1613","Sheep Price per Head (Euro)","2008M03","Mart Sheep 40-49kg",88.96
"1614","Sheep Price per Kg (Euro)","2008M03","Mart Sheep 40-49kg",1.96
"1615","Sheep Price per Head (Euro)","2008M04","Mart Sheep 40-49kg",91.04
"1616","Sheep Price per Kg (Euro)","2008M04","Mart Sheep 40-49kg",2.06
"1617","Sheep Price per Head (Euro)","2008M05","Mart Sheep 40-49kg",94.81
"1618","Sheep Price per Kg (Euro)","2008M05","Mart Sheep 40-49kg",2.14
"1619","Sheep Price per Head (Euro)","2008M06","Mart Sheep 40-49kg",87.91
"1620","Sheep Price per Kg (Euro)","2008M06","Mart Sheep 40-49kg",1.95
"1621","Sheep Price per Head (Euro)","2008M07","Mart Sheep 40-49kg",77.74
"1622","Sheep Price per Kg (Euro)","2008M07","Mart Sheep 40-49kg",1.72
"1623","Sheep Price per Head (Euro)","2008M08","Mart Sheep 40-49kg",73.88
"1624","Sheep Price per Kg (Euro)","2008M08","Mart Sheep 40-49kg",1.64
"1625","Sheep Price per Head (Euro)","2008M09","Mart Sheep 40-49kg",73.6
"1626","Sheep Price per Kg (Euro)","2008M09","Mart Sheep 40-49kg",1.62
"1627","Sheep Price per Head (Euro)","2008M10","Mart Sheep 40-49kg",70.11
"1628","Sheep Price per Kg (Euro)","2008M10","Mart Sheep 40-49kg",1.54
"1629","Sheep Price per Head (Euro)","2008M11","Mart Sheep 40-49kg",70.41
"1630","Sheep Price per Kg (Euro)","2008M11","Mart Sheep 40-49kg",1.54
"1631","Sheep Price per Head (Euro)","2008M12","Mart Sheep 40-49kg",70.98
"1632","Sheep Price per Kg (Euro)","2008M12","Mart Sheep 40-49kg",1.55
"1633","Sheep Price per Head (Euro)","2009M01","Mart Sheep 40-49kg",79.17
"1634","Sheep Price per Kg (Euro)","2009M01","Mart Sheep 40-49kg",1.73
"1635","Sheep Price per Head (Euro)","2009M02","Mart Sheep 40-49kg",81.95
"1636","Sheep Price per Kg (Euro)","2009M02","Mart Sheep 40-49kg",1.79
"1637","Sheep Price per Head (Euro)","2009M03","Mart Sheep 40-49kg",87.44
"1638","Sheep Price per Kg (Euro)","2009M03","Mart Sheep 40-49kg",1.9
"1639","Sheep Price per Head (Euro)","2009M04","Mart Sheep 40-49kg",96.75
"1640","Sheep Price per Kg (Euro)","2009M04","Mart Sheep 40-49kg",2.18
"1641","Sheep Price per Head (Euro)","2009M05","Mart Sheep 40-49kg",96.42
"1642","Sheep Price per Kg (Euro)","2009M05","Mart Sheep 40-49kg",2.18
"1643","Sheep Price per Head (Euro)","2009M06","Mart Sheep 40-49kg",86.91
"1644","Sheep Price per Kg (Euro)","2009M06","Mart Sheep 40-49kg",1.94
"1645","Sheep Price per Head (Euro)","2009M07","Mart Sheep 40-49kg",73.78
"1646","Sheep Price per Kg (Euro)","2009M07","Mart Sheep 40-49kg",1.63
"1647","Sheep Price per Head (Euro)","2009M08","Mart Sheep 40-49kg",73.04
"1648","Sheep Price per Kg (Euro)","2009M08","Mart Sheep 40-49kg",1.6
"1649","Sheep Price per Head (Euro)","2009M09","Mart Sheep 40-49kg",72.03
"1650","Sheep Price per Kg (Euro)","2009M09","Mart Sheep 40-49kg",1.58
"1651","Sheep Price per Head (Euro)","2009M10","Mart Sheep 40-49kg",70.93
"1652","Sheep Price per Kg (Euro)","2009M10","Mart Sheep 40-49kg",1.57
"1653","Sheep Price per Head (Euro)","2009M11","Mart Sheep 40-49kg",74.59
"1654","Sheep Price per Kg (Euro)","2009M11","Mart Sheep 40-49kg",1.64
"1655","Sheep Price per Head (Euro)","2009M12","Mart Sheep 40-49kg",81.42
"1656","Sheep Price per Kg (Euro)","2009M12","Mart Sheep 40-49kg",1.79
"1657","Sheep Price per Head (Euro)","2010M01","Mart Sheep 40-49kg",95.39
"1658","Sheep Price per Kg (Euro)","2010M01","Mart Sheep 40-49kg",2.08
"1659","Sheep Price per Head (Euro)","2010M02","Mart Sheep 40-49kg",99.13
"1660","Sheep Price per Kg (Euro)","2010M02","Mart Sheep 40-49kg",2.15
"1661","Sheep Price per Head (Euro)","2010M03","Mart Sheep 40-49kg",104.47
"1662","Sheep Price per Kg (Euro)","2010M03","Mart Sheep 40-49kg",2.29
"1663","Sheep Price per Head (Euro)","2010M04","Mart Sheep 40-49kg",108.68
"1664","Sheep Price per Kg (Euro)","2010M04","Mart Sheep 40-49kg",2.45
"1665","Sheep Price per Head (Euro)","2010M05","Mart Sheep 40-49kg",105.32
"1666","Sheep Price per Kg (Euro)","2010M05","Mart Sheep 40-49kg",2.38
"1667","Sheep Price per Head (Euro)","2010M06","Mart Sheep 40-49kg",97.13
"1668","Sheep Price per Kg (Euro)","2010M06","Mart Sheep 40-49kg",2.15
"1669","Sheep Price per Head (Euro)","2010M07","Mart Sheep 40-49kg",88.04
"1670","Sheep Price per Kg (Euro)","2010M07","Mart Sheep 40-49kg",1.95
"1671","Sheep Price per Head (Euro)","2010M08","Mart Sheep 40-49kg",90.17
"1672","Sheep Price per Kg (Euro)","2010M08","Mart Sheep 40-49kg",2
"1673","Sheep Price per Head (Euro)","2010M09","Mart Sheep 40-49kg",87.08
"1674","Sheep Price per Kg (Euro)","2010M09","Mart Sheep 40-49kg",1.93
"1675","Sheep Price per Head (Euro)","2010M10","Mart Sheep 40-49kg",88.79
"1676","Sheep Price per Kg (Euro)","2010M10","Mart Sheep 40-49kg",1.96
"1677","Sheep Price per Head (Euro)","2010M11","Mart Sheep 40-49kg",92.2
"1678","Sheep Price per Kg (Euro)","2010M11","Mart Sheep 40-49kg",2.04
"1679","Sheep Price per Head (Euro)","2010M12","Mart Sheep 40-49kg",87.08
"1680","Sheep Price per Kg (Euro)","2010M12","Mart Sheep 40-49kg",1.93
"1681","Sheep Price per Head (Euro)","1976M01","Mart Sheep 50-59kg",29.33
"1682","Sheep Price per Kg (Euro)","1976M01","Mart Sheep 50-59kg",0.55
"1683","Sheep Price per Head (Euro)","1976M02","Mart Sheep 50-59kg",30.87
"1684","Sheep Price per Kg (Euro)","1976M02","Mart Sheep 50-59kg",0.57
"1685","Sheep Price per Head (Euro)","1976M03","Mart Sheep 50-59kg",34.87
"1686","Sheep Price per Kg (Euro)","1976M03","Mart Sheep 50-59kg",0.65
"1687","Sheep Price per Head (Euro)","1976M04","Mart Sheep 50-59kg",42.14
"1688","Sheep Price per Kg (Euro)","1976M04","Mart Sheep 50-59kg",0.79
"1689","Sheep Price per Head (Euro)","1976M05","Mart Sheep 50-59kg",36.68
"1690","Sheep Price per Kg (Euro)","1976M05","Mart Sheep 50-59kg",0.7
"1691","Sheep Price per Head (Euro)","1976M06","Mart Sheep 50-59kg",36.06
"1692","Sheep Price per Kg (Euro)","1976M06","Mart Sheep 50-59kg",0.69
"1693","Sheep Price per Head (Euro)","1976M07","Mart Sheep 50-59kg",36.75
"1694","Sheep Price per Kg (Euro)","1976M07","Mart Sheep 50-59kg",0.7
"1695","Sheep Price per Head (Euro)","1976M08","Mart Sheep 50-59kg",36.75
"1696","Sheep Price per Kg (Euro)","1976M08","Mart Sheep 50-59kg",0.7
"1697","Sheep Price per Head (Euro)","1976M09","Mart Sheep 50-59kg",38.17
"1698","Sheep Price per Kg (Euro)","1976M09","Mart Sheep 50-59kg",0.72
"1699","Sheep Price per Head (Euro)","1976M10","Mart Sheep 50-59kg",42.29
"1700","Sheep Price per Kg (Euro)","1976M10","Mart Sheep 50-59kg",0.8
"1701","Sheep Price per Head (Euro)","1976M11","Mart Sheep 50-59kg",40.94
"1702","Sheep Price per Kg (Euro)","1976M11","Mart Sheep 50-59kg",0.77
"1703","Sheep Price per Head (Euro)","1976M12","Mart Sheep 50-59kg",39.54
"1704","Sheep Price per Kg (Euro)","1976M12","Mart Sheep 50-59kg",0.74
"1705","Sheep Price per Head (Euro)","1977M01","Mart Sheep 50-59kg",42.12
"1706","Sheep Price per Kg (Euro)","1977M01","Mart Sheep 50-59kg",0.79
"1707","Sheep Price per Head (Euro)","1977M02","Mart Sheep 50-59kg",40.54
"1708","Sheep Price per Kg (Euro)","1977M02","Mart Sheep 50-59kg",0.76
"1709","Sheep Price per Head (Euro)","1977M03","Mart Sheep 50-59kg",42.99
"1710","Sheep Price per Kg (Euro)","1977M03","Mart Sheep 50-59kg",0.79
"1711","Sheep Price per Head (Euro)","1977M04","Mart Sheep 50-59kg",41.13
"1712","Sheep Price per Kg (Euro)","1977M04","Mart Sheep 50-59kg",0.76
"1713","Sheep Price per Head (Euro)","1977M05","Mart Sheep 50-59kg",37.61
"1714","Sheep Price per Kg (Euro)","1977M05","Mart Sheep 50-59kg",0.69
"1715","Sheep Price per Head (Euro)","1977M06","Mart Sheep 50-59kg",38.02
"1716","Sheep Price per Kg (Euro)","1977M06","Mart Sheep 50-59kg",0.71
"1717","Sheep Price per Head (Euro)","1977M07","Mart Sheep 50-59kg",36.44
"1718","Sheep Price per Kg (Euro)","1977M07","Mart Sheep 50-59kg",0.69
"1719","Sheep Price per Head (Euro)","1977M08","Mart Sheep 50-59kg",34.14
"1720","Sheep Price per Kg (Euro)","1977M08","Mart Sheep 50-59kg",0.63
"1721","Sheep Price per Head (Euro)","1977M09","Mart Sheep 50-59kg",35.55
"1722","Sheep Price per Kg (Euro)","1977M09","Mart Sheep 50-59kg",0.67
"1723","Sheep Price per Head (Euro)","1977M10","Mart Sheep 50-59kg",36.01
"1724","Sheep Price per Kg (Euro)","1977M10","Mart Sheep 50-59kg",0.67
"1725","Sheep Price per Head (Euro)","1977M11","Mart Sheep 50-59kg",36.5
"1726","Sheep Price per Kg (Euro)","1977M11","Mart Sheep 50-59kg",0.69
"1727","Sheep Price per Head (Euro)","1977M12","Mart Sheep 50-59kg",37.66
"1728","Sheep Price per Kg (Euro)","1977M12","Mart Sheep 50-59kg",0.71
"1729","Sheep Price per Head (Euro)","1978M01","Mart Sheep 50-59kg",44.71
"1730","Sheep Price per Kg (Euro)","1978M01","Mart Sheep 50-59kg",0.84
"1731","Sheep Price per Head (Euro)","1978M02","Mart Sheep 50-59kg",44.17
"1732","Sheep Price per Kg (Euro)","1978M02","Mart Sheep 50-59kg",0.83
"1733","Sheep Price per Head (Euro)","1978M03","Mart Sheep 50-59kg",47.36
"1734","Sheep Price per Kg (Euro)","1978M03","Mart Sheep 50-59kg",0.88
"1735","Sheep Price per Head (Euro)","1978M04","Mart Sheep 50-59kg",52.2
"1736","Sheep Price per Kg (Euro)","1978M04","Mart Sheep 50-59kg",0.95
"1737","Sheep Price per Head (Euro)","1978M05","Mart Sheep 50-59kg",59.11
"1738","Sheep Price per Kg (Euro)","1978M05","Mart Sheep 50-59kg",1.1
"1739","Sheep Price per Head (Euro)","1978M06","Mart Sheep 50-59kg",59.83
"1740","Sheep Price per Kg (Euro)","1978M06","Mart Sheep 50-59kg",1.14
"1741","Sheep Price per Head (Euro)","1978M07","Mart Sheep 50-59kg",56.43
"1742","Sheep Price per Kg (Euro)","1978M07","Mart Sheep 50-59kg",1.07
"1743","Sheep Price per Head (Euro)","1978M08","Mart Sheep 50-59kg",57.66
"1744","Sheep Price per Kg (Euro)","1978M08","Mart Sheep 50-59kg",1.09
"1745","Sheep Price per Head (Euro)","1978M09","Mart Sheep 50-59kg",60.1
"1746","Sheep Price per Kg (Euro)","1978M09","Mart Sheep 50-59kg",1.13
"1747","Sheep Price per Head (Euro)","1978M10","Mart Sheep 50-59kg",59.11
"1748","Sheep Price per Kg (Euro)","1978M10","Mart Sheep 50-59kg",1.1
"1749","Sheep Price per Head (Euro)","1978M11","Mart Sheep 50-59kg",61.47
"1750","Sheep Price per Kg (Euro)","1978M11","Mart Sheep 50-59kg",1.16
"1751","Sheep Price per Head (Euro)","1978M12","Mart Sheep 50-59kg",62.06
"1752","Sheep Price per Kg (Euro)","1978M12","Mart Sheep 50-59kg",1.17
"1753","Sheep Price per Head (Euro)","1979M01","Mart Sheep 50-59kg",65.42
"1754","Sheep Price per Kg (Euro)","1979M01","Mart Sheep 50-59kg",1.23
"1755","Sheep Price per Head (Euro)","1979M02","Mart Sheep 50-59kg",66.62
"1756","Sheep Price per Kg (Euro)","1979M02","Mart Sheep 50-59kg",1.24
"1757","Sheep Price per Head (Euro)","1979M03","Mart Sheep 50-59kg",71.38
"1758","Sheep Price per Kg (Euro)","1979M03","Mart Sheep 50-59kg",1.33
"1759","Sheep Price per Head (Euro)","1979M04","Mart Sheep 50-59kg",78.56
"1760","Sheep Price per Kg (Euro)","1979M04","Mart Sheep 50-59kg",1.46
"1761","Sheep Price per Head (Euro)","1979M05","Mart Sheep 50-59kg",78.11
"1762","Sheep Price per Kg (Euro)","1979M05","Mart Sheep 50-59kg",1.45
"1763","Sheep Price per Head (Euro)","1979M06","Mart Sheep 50-59kg",71.05
"1764","Sheep Price per Kg (Euro)","1979M06","Mart Sheep 50-59kg",1.35
"1765","Sheep Price per Head (Euro)","1979M07","Mart Sheep 50-59kg",63.36
"1766","Sheep Price per Kg (Euro)","1979M07","Mart Sheep 50-59kg",1.19
"1767","Sheep Price per Head (Euro)","1979M08","Mart Sheep 50-59kg",61.01
"1768","Sheep Price per Kg (Euro)","1979M08","Mart Sheep 50-59kg",1.16
"1769","Sheep Price per Head (Euro)","1979M09","Mart Sheep 50-59kg",59.39
"1770","Sheep Price per Kg (Euro)","1979M09","Mart Sheep 50-59kg",1.13
"1771","Sheep Price per Head (Euro)","1979M10","Mart Sheep 50-59kg",57.54
"1772","Sheep Price per Kg (Euro)","1979M10","Mart Sheep 50-59kg",1.09
"1773","Sheep Price per Head (Euro)","1979M11","Mart Sheep 50-59kg",54.81
"1774","Sheep Price per Kg (Euro)","1979M11","Mart Sheep 50-59kg",1.03
"1775","Sheep Price per Head (Euro)","1979M12","Mart Sheep 50-59kg",56.81
"1776","Sheep Price per Kg (Euro)","1979M12","Mart Sheep 50-59kg",1.07
"1777","Sheep Price per Head (Euro)","1980M01","Mart Sheep 50-59kg",56.78
"1778","Sheep Price per Kg (Euro)","1980M01","Mart Sheep 50-59kg",1.08
"1779","Sheep Price per Head (Euro)","1980M02","Mart Sheep 50-59kg",60.01
"1780","Sheep Price per Kg (Euro)","1980M02","Mart Sheep 50-59kg",1.1
"1781","Sheep Price per Head (Euro)","1980M03","Mart Sheep 50-59kg",68.35
"1782","Sheep Price per Kg (Euro)","1980M03","Mart Sheep 50-59kg",1.28
"1783","Sheep Price per Head (Euro)","1980M04","Mart Sheep 50-59kg",64.06
"1784","Sheep Price per Kg (Euro)","1980M04","Mart Sheep 50-59kg",1.18
"1785","Sheep Price per Head (Euro)","1980M05","Mart Sheep 50-59kg",56.62
"1786","Sheep Price per Kg (Euro)","1980M05","Mart Sheep 50-59kg",1.1
"1787","Sheep Price per Head (Euro)","1980M06","Mart Sheep 50-59kg",61.21
"1788","Sheep Price per Kg (Euro)","1980M06","Mart Sheep 50-59kg",1.16
"1789","Sheep Price per Head (Euro)","1980M07","Mart Sheep 50-59kg",56.24
"1790","Sheep Price per Kg (Euro)","1980M07","Mart Sheep 50-59kg",1.07
"1791","Sheep Price per Head (Euro)","1980M08","Mart Sheep 50-59kg",53.11
"1792","Sheep Price per Kg (Euro)","1980M08","Mart Sheep 50-59kg",1
"1793","Sheep Price per Head (Euro)","1980M09","Mart Sheep 50-59kg",53.21
"1794","Sheep Price per Kg (Euro)","1980M09","Mart Sheep 50-59kg",1
"1795","Sheep Price per Head (Euro)","1980M10","Mart Sheep 50-59kg",51.81
"1796","Sheep Price per Kg (Euro)","1980M10","Mart Sheep 50-59kg",0.98
"1797","Sheep Price per Head (Euro)","1980M11","Mart Sheep 50-59kg",54.14
"1798","Sheep Price per Kg (Euro)","1980M11","Mart Sheep 50-59kg",1.02
"1799","Sheep Price per Head (Euro)","1980M12","Mart Sheep 50-59kg",57.96
"1800","Sheep Price per Kg (Euro)","1980M12","Mart Sheep 50-59kg",1.09
"1801","Sheep Price per Head (Euro)","1981M01","Mart Sheep 50-59kg",66.37
"1802","Sheep Price per Kg (Euro)","1981M01","Mart Sheep 50-59kg",1.24
"1803","Sheep Price per Head (Euro)","1981M02","Mart Sheep 50-59kg",69.4
"1804","Sheep Price per Kg (Euro)","1981M02","Mart Sheep 50-59kg",1.3
"1805","Sheep Price per Head (Euro)","1981M03","Mart Sheep 50-59kg",72.01
"1806","Sheep Price per Kg (Euro)","1981M03","Mart Sheep 50-59kg",1.33
"1807","Sheep Price per Head (Euro)","1981M04","Mart Sheep 50-59kg",72.22
"1808","Sheep Price per Kg (Euro)","1981M04","Mart Sheep 50-59kg",1.36
"1809","Sheep Price per Head (Euro)","1981M05","Mart Sheep 50-59kg",76.32
"1810","Sheep Price per Kg (Euro)","1981M05","Mart Sheep 50-59kg",1.42
"1811","Sheep Price per Head (Euro)","1981M06","Mart Sheep 50-59kg",79.73
"1812","Sheep Price per Kg (Euro)","1981M06","Mart Sheep 50-59kg",1.51
"1813","Sheep Price per Head (Euro)","1981M07","Mart Sheep 50-59kg",73.43
"1814","Sheep Price per Kg (Euro)","1981M07","Mart Sheep 50-59kg",1.41
"1815","Sheep Price per Head (Euro)","1981M08","Mart Sheep 50-59kg",69.01
"1816","Sheep Price per Kg (Euro)","1981M08","Mart Sheep 50-59kg",1.32
"1817","Sheep Price per Head (Euro)","1981M09","Mart Sheep 50-59kg",73.39
"1818","Sheep Price per Kg (Euro)","1981M09","Mart Sheep 50-59kg",1.4
"1819","Sheep Price per Head (Euro)","1981M10","Mart Sheep 50-59kg",72.54
"1820","Sheep Price per Kg (Euro)","1981M10","Mart Sheep 50-59kg",1.37
"1821","Sheep Price per Head (Euro)","1981M11","Mart Sheep 50-59kg",74.01
"1822","Sheep Price per Kg (Euro)","1981M11","Mart Sheep 50-59kg",1.41
"1823","Sheep Price per Head (Euro)","1981M12","Mart Sheep 50-59kg",77.58
"1824","Sheep Price per Kg (Euro)","1981M12","Mart Sheep 50-59kg",1.47
"1825","Sheep Price per Head (Euro)","1982M01","Mart Sheep 50-59kg",78.52
"1826","Sheep Price per Kg (Euro)","1982M01","Mart Sheep 50-59kg",1.49
"1827","Sheep Price per Head (Euro)","1982M02","Mart Sheep 50-59kg",77.2
"1828","Sheep Price per Kg (Euro)","1982M02","Mart Sheep 50-59kg",1.46
"1829","Sheep Price per Head (Euro)","1982M03","Mart Sheep 50-59kg",77.73
"1830","Sheep Price per Kg (Euro)","1982M03","Mart Sheep 50-59kg",1.45
"1831","Sheep Price per Head (Euro)","1982M04","Mart Sheep 50-59kg",73.11
"1832","Sheep Price per Kg (Euro)","1982M04","Mart Sheep 50-59kg",1.35
"1833","Sheep Price per Head (Euro)","1982M05","Mart Sheep 50-59kg",71.05
"1834","Sheep Price per Kg (Euro)","1982M05","Mart Sheep 50-59kg",1.33
"1835","Sheep Price per Head (Euro)","1982M06","Mart Sheep 50-59kg",71.92
"1836","Sheep Price per Kg (Euro)","1982M06","Mart Sheep 50-59kg",1.37
"1837","Sheep Price per Head (Euro)","1982M07","Mart Sheep 50-59kg",69.95
"1838","Sheep Price per Kg (Euro)","1982M07","Mart Sheep 50-59kg",1.33
"1839","Sheep Price per Head (Euro)","1982M08","Mart Sheep 50-59kg",68.15
"1840","Sheep Price per Kg (Euro)","1982M08","Mart Sheep 50-59kg",1.3
"1841","Sheep Price per Head (Euro)","1982M09","Mart Sheep 50-59kg",69.45
"1842","Sheep Price per Kg (Euro)","1982M09","Mart Sheep 50-59kg",1.32
"1843","Sheep Price per Head (Euro)","1982M10","Mart Sheep 50-59kg",68.83
"1844","Sheep Price per Kg (Euro)","1982M10","Mart Sheep 50-59kg",1.3
"1845","Sheep Price per Head (Euro)","1982M11","Mart Sheep 50-59kg",70.95
"1846","Sheep Price per Kg (Euro)","1982M11","Mart Sheep 50-59kg",1.35
"1847","Sheep Price per Head (Euro)","1982M12","Mart Sheep 50-59kg",71.68
"1848","Sheep Price per Kg (Euro)","1982M12","Mart Sheep 50-59kg",1.35
"1849","Sheep Price per Head (Euro)","1983M01","Mart Sheep 50-59kg",73.39
"1850","Sheep Price per Kg (Euro)","1983M01","Mart Sheep 50-59kg",1.38
"1851","Sheep Price per Head (Euro)","1983M02","Mart Sheep 50-59kg",77.23
"1852","Sheep Price per Kg (Euro)","1983M02","Mart Sheep 50-59kg",1.45
"1853","Sheep Price per Head (Euro)","1983M03","Mart Sheep 50-59kg",79.19
"1854","Sheep Price per Kg (Euro)","1983M03","Mart Sheep 50-59kg",1.49
"1855","Sheep Price per Head (Euro)","1983M04","Mart Sheep 50-59kg",82.7
"1856","Sheep Price per Kg (Euro)","1983M04","Mart Sheep 50-59kg",1.52
"1857","Sheep Price per Head (Euro)","1983M05","Mart Sheep 50-59kg",81.66
"1858","Sheep Price per Kg (Euro)","1983M05","Mart Sheep 50-59kg",1.52
"1859","Sheep Price per Head (Euro)","1983M06","Mart Sheep 50-59kg",77.66
"1860","Sheep Price per Kg (Euro)","1983M06","Mart Sheep 50-59kg",1.49
"1861","Sheep Price per Head (Euro)","1983M07","Mart Sheep 50-59kg",69.45
"1862","Sheep Price per Kg (Euro)","1983M07","Mart Sheep 50-59kg",1.33
"1863","Sheep Price per Head (Euro)","1983M08","Mart Sheep 50-59kg",69.47
"1864","Sheep Price per Kg (Euro)","1983M08","Mart Sheep 50-59kg",1.32
"1865","Sheep Price per Head (Euro)","1983M09","Mart Sheep 50-59kg",72.82
"1866","Sheep Price per Kg (Euro)","1983M09","Mart Sheep 50-59kg",1.38
"1867","Sheep Price per Head (Euro)","1983M10","Mart Sheep 50-59kg",73.16
"1868","Sheep Price per Kg (Euro)","1983M10","Mart Sheep 50-59kg",1.4
"1869","Sheep Price per Head (Euro)","1983M11","Mart Sheep 50-59kg",72.58
"1870","Sheep Price per Kg (Euro)","1983M11","Mart Sheep 50-59kg",1.37
"1871","Sheep Price per Head (Euro)","1983M12","Mart Sheep 50-59kg",72.78
"1872","Sheep Price per Kg (Euro)","1983M12","Mart Sheep 50-59kg",1.37
"1873","Sheep Price per Head (Euro)","1984M01","Mart Sheep 50-59kg",76.41
"1874","Sheep Price per Kg (Euro)","1984M01","Mart Sheep 50-59kg",1.43
"1875","Sheep Price per Head (Euro)","1984M02","Mart Sheep 50-59kg",83.38
"1876","Sheep Price per Kg (Euro)","1984M02","Mart Sheep 50-59kg",1.55
"1877","Sheep Price per Head (Euro)","1984M03","Mart Sheep 50-59kg",96.16
"1878","Sheep Price per Kg (Euro)","1984M03","Mart Sheep 50-59kg",1.8
"1879","Sheep Price per Head (Euro)","1984M04","Mart Sheep 50-59kg",95.14
"1880","Sheep Price per Kg (Euro)","1984M04","Mart Sheep 50-59kg",1.76
"1881","Sheep Price per Head (Euro)","1984M05","Mart Sheep 50-59kg",78.15
"1882","Sheep Price per Kg (Euro)","1984M05","Mart Sheep 50-59kg",1.47
"1883","Sheep Price per Head (Euro)","1984M06","Mart Sheep 50-59kg",70.39
"1884","Sheep Price per Kg (Euro)","1984M06","Mart Sheep 50-59kg",1.35
"1885","Sheep Price per Head (Euro)","1984M07","Mart Sheep 50-59kg",68.18
"1886","Sheep Price per Kg (Euro)","1984M07","Mart Sheep 50-59kg",1.3
"1887","Sheep Price per Head (Euro)","1984M08","Mart Sheep 50-59kg",69.63
"1888","Sheep Price per Kg (Euro)","1984M08","Mart Sheep 50-59kg",1.32
