"","Month","Type.of.Feedstuff","value"
"897","2012M05","Bran",663
"898","2012M06","Bran",663
"899","2012M07","Bran",663
"900","2012M08","Bran",663
"901","2012M09","Bran",665
"902","2012M10","Bran",687
"903","2012M11","Bran",691
"904","2012M12","Bran",693
"905","2013M01","Bran",NA
"906","2013M02","Bran",NA
"907","2013M03","Bran",NA
"908","2013M04","Bran",NA
"909","2013M05","Bran",NA
"910","2013M06","Bran",NA
"911","2013M07","Bran",NA
"912","2013M08","Bran",NA
"913","2013M09","Bran",NA
"914","2013M10","Bran",NA
"915","2013M11","Bran",NA
"916","2013M12","Bran",NA
"917","2014M01","Bran",NA
"918","2014M02","Bran",NA
"919","2014M03","Bran",NA
"920","2014M04","Bran",NA
"921","1976M01","Pollard",94
"922","1976M02","Pollard",96
"923","1976M03","Pollard",98
"924","1976M04","Pollard",102
"925","1976M05","Pollard",105
"926","1976M06","Pollard",105
"927","1976M07","Pollard",105
"928","1976M08","Pollard",105
"929","1976M09","Pollard",110
"930","1976M10","Pollard",121
"931","1976M11","Pollard",125
"932","1976M12","Pollard",127
"933","1977M01","Pollard",134
"934","1977M02","Pollard",138
"935","1977M03","Pollard",139
"936","1977M04","Pollard",141
"937","1977M05","Pollard",143
"938","1977M06","Pollard",145
"939","1977M07","Pollard",143
"940","1977M08","Pollard",140
"941","1977M09","Pollard",138
"942","1977M10","Pollard",136
"943","1977M11","Pollard",134
"944","1977M12","Pollard",136
"945","1978M01","Pollard",136
"946","1978M02","Pollard",136
"947","1978M03","Pollard",136
"948","1978M04","Pollard",137
"949","1978M05","Pollard",138
"950","1978M06","Pollard",138
"951","1978M07","Pollard",138
"952","1978M08","Pollard",137
"953","1978M09","Pollard",138
"954","1978M10","Pollard",137
"955","1978M11","Pollard",139
"956","1978M12","Pollard",140
"957","1979M01","Pollard",137
"958","1979M02","Pollard",138
"959","1979M03","Pollard",146
"960","1979M04","Pollard",155
"961","1979M05","Pollard",155
"962","1979M06","Pollard",155
"963","1979M07","Pollard",156
"964","1979M08","Pollard",157
"965","1979M09","Pollard",158
"966","1979M10","Pollard",160
"967","1979M11","Pollard",161
"968","1979M12","Pollard",165
"969","1980M01","Pollard",165
"970","1980M02","Pollard",168
"971","1980M03","Pollard",169
"972","1980M04","Pollard",169
"973","1980M05","Pollard",167
"974","1980M06","Pollard",165
"975","1980M07","Pollard",164
"976","1980M08","Pollard",165
"977","1980M09","Pollard",162
"978","1980M10","Pollard",162
"979","1980M11","Pollard",164
"980","1980M12","Pollard",166
"981","1981M01","Pollard",174
"982","1981M02","Pollard",178
"983","1981M03","Pollard",184
"984","1981M04","Pollard",184
"985","1981M05","Pollard",179
"986","1981M06","Pollard",180
"987","1981M07","Pollard",179
"988","1981M08","Pollard",178
"989","1981M09","Pollard",177
"990","1981M10","Pollard",178
"991","1981M11","Pollard",180
"992","1981M12","Pollard",179
"993","1982M01","Pollard",182
"994","1982M02","Pollard",189
"995","1982M03","Pollard",193
"996","1982M04","Pollard",195
"997","1982M05","Pollard",197
"998","1982M06","Pollard",194
"999","1982M07","Pollard",194
"1000","1982M08","Pollard",195
"1001","1982M09","Pollard",195
"1002","1982M10","Pollard",195
"1003","1982M11","Pollard",196
"1004","1982M12","Pollard",198
"1005","1983M01","Pollard",204
"1006","1983M02","Pollard",205
"1007","1983M03","Pollard",209
"1008","1983M04","Pollard",211
"1009","1983M05","Pollard",215
"1010","1983M06","Pollard",215
"1011","1983M07","Pollard",214
"1012","1983M08","Pollard",217
"1013","1983M09","Pollard",225
"1014","1983M10","Pollard",231
"1015","1983M11","Pollard",235
"1016","1983M12","Pollard",236
"1017","1984M01","Pollard",237
"1018","1984M02","Pollard",248
"1019","1984M03","Pollard",249
"1020","1984M04","Pollard",249
"1021","1984M05","Pollard",247
"1022","1984M06","Pollard",242
"1023","1984M07","Pollard",238
"1024","1984M08","Pollard",235
"1025","1984M09","Pollard",230
"1026","1984M10","Pollard",228
"1027","1984M11","Pollard",228
"1028","1984M12","Pollard",225
"1029","1985M01","Pollard",225
"1030","1985M02","Pollard",227
"1031","1985M03","Pollard",229
"1032","1985M04","Pollard",229
"1033","1985M05","Pollard",231
"1034","1985M06","Pollard",227
"1035","1985M07","Pollard",229
"1036","1985M08","Pollard",222
"1037","1985M09","Pollard",215
"1038","1985M10","Pollard",219
"1039","1985M11","Pollard",220
"1040","1985M12","Pollard",221
"1041","1986M01","Pollard",222
"1042","1986M02","Pollard",227
"1043","1986M03","Pollard",228
"1044","1986M04","Pollard",228
"1045","1986M05","Pollard",229
"1046","1986M06","Pollard",228
"1047","1986M07","Pollard",224
"1048","1986M08","Pollard",224
"1049","1986M09","Pollard",224
"1050","1986M10","Pollard",222
"1051","1986M11","Pollard",222
"1052","1986M12","Pollard",225
"1053","1987M01","Pollard",226
"1054","1987M02","Pollard",227
"1055","1987M03","Pollard",228
"1056","1987M04","Pollard",227
"1057","1987M05","Pollard",226
"1058","1987M06","Pollard",227
"1059","1987M07","Pollard",229
"1060","1987M08","Pollard",229
"1061","1987M09","Pollard",227
"1062","1987M10","Pollard",228
"1063","1987M11","Pollard",228
"1064","1987M12","Pollard",228
"1065","1988M01","Pollard",228
"1066","1988M02","Pollard",227
"1067","1988M03","Pollard",227
"1068","1988M04","Pollard",227
"1069","1988M05","Pollard",229
"1070","1988M06","Pollard",226
"1071","1988M07","Pollard",NA
"1072","1988M08","Pollard",235
"1073","1988M09","Pollard",235
"1074","1988M10","Pollard",238
"1075","1988M11","Pollard",235
"1076","1988M12","Pollard",235
"1077","1989M01","Pollard",241
"1078","1989M02","Pollard",235
"1079","1989M03","Pollard",NA
"1080","1989M04","Pollard",236
"1081","1989M05","Pollard",238
"1082","1989M06","Pollard",NA
"1083","1989M07","Pollard",242
"1084","1989M08","Pollard",240
"1085","1989M09","Pollard",240
"1086","1989M10","Pollard",239
"1087","1989M11","Pollard",240
"1088","1989M12","Pollard",239
"1089","1990M01","Pollard",238
"1090","1990M02","Pollard",236
"1091","1990M03","Pollard",239
"1092","1990M04","Pollard",239
"1093","1990M05","Pollard",239
"1094","1990M06","Pollard",240
"1095","1990M07","Pollard",237
"1096","1990M08","Pollard",238
"1097","1990M09","Pollard",237
"1098","1990M10","Pollard",234
"1099","1990M11","Pollard",234
"1100","1990M12","Pollard",233
"1101","1991M01","Pollard",237
"1102","1991M02","Pollard",238
"1103","1991M03","Pollard",238
"1104","1991M04","Pollard",238
"1105","1991M05","Pollard",238
"1106","1991M06","Pollard",241
"1107","1991M07","Pollard",240
"1108","1991M08","Pollard",243
"1109","1991M09","Pollard",238
"1110","1991M10","Pollard",238
"1111","1991M11","Pollard",238
"1112","1991M12","Pollard",238
"1113","1992M01","Pollard",236
"1114","1992M02","Pollard",236
"1115","1992M03","Pollard",236
"1116","1992M04","Pollard",236
"1117","1992M05","Pollard",236
"1118","1992M06","Pollard",236
"1119","1992M07","Pollard",240
"1120","1992M08","Pollard",241
"1121","1992M09","Pollard",244
"1122","1992M10","Pollard",237
"1123","1992M11","Pollard",NA
"1124","1992M12","Pollard",NA
"1125","1993M01","Pollard",NA
"1126","1993M02","Pollard",NA
"1127","1993M03","Pollard",NA
"1128","1993M04","Pollard",252
"1129","1993M05","Pollard",252
"1130","1993M06","Pollard",249
"1131","1993M07","Pollard",NA
"1132","1993M08","Pollard",254
"1133","1993M09","Pollard",252
"1134","1993M10","Pollard",255
"1135","1993M11","Pollard",255
"1136","1993M12","Pollard",258
"1137","1994M01","Pollard",254
"1138","1994M02","Pollard",NA
"1139","1994M03","Pollard",NA
"1140","1994M04","Pollard",NA
"1141","1994M05","Pollard",NA
"1142","1994M06","Pollard",NA
"1143","1994M07","Pollard",NA
"1144","1994M08","Pollard",NA
"1145","1994M09","Pollard",NA
"1146","1994M10","Pollard",NA
"1147","1994M11","Pollard",NA
"1148","1994M12","Pollard",255
"1149","1995M01","Pollard",NA
"1150","1995M02","Pollard",NA
"1151","1995M03","Pollard",NA
"1152","1995M04","Pollard",NA
"1153","1995M05","Pollard",NA
"1154","1995M06","Pollard",253
"1155","1995M07","Pollard",251
"1156","1995M08","Pollard",276
"1157","1995M09","Pollard",270
"1158","1995M10","Pollard",273
"1159","1995M11","Pollard",275
"1160","1995M12","Pollard",265
"1161","1996M01","Pollard",271
"1162","1996M02","Pollard",271
"1163","1996M03","Pollard",271
"1164","1996M04","Pollard",271
"1165","1996M05","Pollard",261
"1166","1996M06","Pollard",271
"1167","1996M07","Pollard",271
"1168","1996M08","Pollard",262
"1169","1996M09","Pollard",269
"1170","1996M10","Pollard",269
"1171","1996M11","Pollard",271
"1172","1996M12","Pollard",271
"1173","1997M01","Pollard",266
"1174","1997M02","Pollard",282
"1175","1997M03","Pollard",271
"1176","1997M04","Pollard",269
"1177","1997M05","Pollard",269
"1178","1997M06","Pollard",269
"1179","1997M07","Pollard",269
"1180","1997M08","Pollard",269
"1181","1997M09","Pollard",251
"1182","1997M10","Pollard",251
"1183","1997M11","Pollard",NA
"1184","1997M12","Pollard",NA
"1185","1998M01","Pollard",250
"1186","1998M02","Pollard",243
"1187","1998M03","Pollard",243
"1188","1998M04","Pollard",243
"1189","1998M05","Pollard",243
"1190","1998M06","Pollard",243
"1191","1998M07","Pollard",244
"1192","1998M08","Pollard",253
"1193","1998M09","Pollard",250
"1194","1998M10","Pollard",258
"1195","1998M11","Pollard",258
"1196","1998M12","Pollard",251
"1197","1999M01","Pollard",256
"1198","1999M02","Pollard",241
"1199","1999M03","Pollard",241
"1200","1999M04","Pollard",241
"1201","1999M05","Pollard",241
"1202","1999M06","Pollard",241
"1203","1999M07","Pollard",241
"1204","1999M08","Pollard",241
"1205","1999M09","Pollard",241
"1206","1999M10","Pollard",241
"1207","1999M11","Pollard",241
"1208","1999M12","Pollard",241
"1209","2000M01","Pollard",241
"1210","2000M02","Pollard",241
"1211","2000M03","Pollard",241
"1212","2000M04","Pollard",241
"1213","2000M05","Pollard",241
"1214","2000M06","Pollard",241
"1215","2000M07","Pollard",241
"1216","2000M08","Pollard",241
"1217","2000M09","Pollard",241
"1218","2000M10","Pollard",241
"1219","2000M11","Pollard",241
"1220","2000M12","Pollard",242
"1221","2001M01","Pollard",253
"1222","2001M02","Pollard",242
"1223","2001M03","Pollard",242
"1224","2001M04","Pollard",242
"1225","2001M05","Pollard",242
"1226","2001M06","Pollard",242
"1227","2001M07","Pollard",253
"1228","2001M08","Pollard",256
"1229","2001M09","Pollard",256
"1230","2001M10","Pollard",258
"1231","2001M11","Pollard",258
"1232","2001M12","Pollard",258
"1233","2002M01","Pollard",259
"1234","2002M02","Pollard",268
"1235","2002M03","Pollard",268
"1236","2002M04","Pollard",268
"1237","2002M05","Pollard",268
"1238","2002M06","Pollard",268
"1239","2002M07","Pollard",268
"1240","2002M08","Pollard",268
"1241","2002M09","Pollard",268
"1242","2002M10","Pollard",268
"1243","2002M11","Pollard",268
"1244","2002M12","Pollard",268
"1245","2003M01","Pollard",268
"1246","2003M02","Pollard",268
"1247","2003M03","Pollard",268
"1248","2003M04","Pollard",268
"1249","2003M05","Pollard",268
"1250","2003M06","Pollard",268
"1251","2003M07","Pollard",268
"1252","2003M08","Pollard",268
"1253","2003M09","Pollard",268
"1254","2003M10","Pollard",269
"1255","2003M11","Pollard",291
"1256","2003M12","Pollard",291
"1257","2004M01","Pollard",291
"1258","2004M02","Pollard",291
"1259","2004M03","Pollard",291
"1260","2004M04","Pollard",291
"1261","2004M05","Pollard",291
"1262","2004M06","Pollard",291
"1263","2004M07","Pollard",291
"1264","2004M08","Pollard",332
"1265","2004M09","Pollard",332
"1266","2004M10","Pollard",332
"1267","2004M11","Pollard",332
"1268","2004M12","Pollard",332
"1269","2005M01","Pollard",332
"1270","2005M02","Pollard",334
"1271","2005M03","Pollard",334
"1272","2005M04","Pollard",332
"1273","2005M05","Pollard",332
"1274","2005M06","Pollard",334
"1275","2005M07","Pollard",284
"1276","2005M08","Pollard",284
"1277","2005M09","Pollard",284
"1278","2005M10","Pollard",284
"1279","2005M11","Pollard",284
"1280","2005M12","Pollard",284
"1281","2006M01","Pollard",284
"1282","2006M02","Pollard",284
"1283","2006M03","Pollard",284
"1284","2006M04","Pollard",284
"1285","2006M05","Pollard",284
"1286","2006M06","Pollard",284
"1287","2006M07","Pollard",284
"1288","2006M08","Pollard",284
"1289","2006M09","Pollard",284
"1290","2006M10","Pollard",286
"1291","2006M11","Pollard",341
"1292","2006M12","Pollard",288
"1293","2007M01","Pollard",269
"1294","2007M02","Pollard",273
"1295","2007M03","Pollard",273
"1296","2007M04","Pollard",273
"1297","2007M05","Pollard",273
"1298","2007M06","Pollard",273
"1299","2007M07","Pollard",271
"1300","2007M08","Pollard",271
"1301","2007M09","Pollard",298
"1302","2007M10","Pollard",349
"1303","2007M11","Pollard",365
"1304","2007M12","Pollard",369
"1305","2008M01","Pollard",369
"1306","2008M02","Pollard",370
"1307","2008M03","Pollard",371
"1308","2008M04","Pollard",371
"1309","2008M05","Pollard",371
"1310","2008M06","Pollard",371
"1311","2008M07","Pollard",371
"1312","2008M08","Pollard",371
"1313","2008M09","Pollard",368
"1314","2008M10","Pollard",368
"1315","2008M11","Pollard",367
"1316","2008M12","Pollard",362
"1317","2009M01","Pollard",333
"1318","2009M02","Pollard",321
"1319","2009M03","Pollard",316
"1320","2009M04","Pollard",321
"1321","2009M05","Pollard",321
"1322","2009M06","Pollard",315
"1323","2009M07","Pollard",301
"1324","2009M08","Pollard",295
"1325","2009M09","Pollard",284
"1326","2009M10","Pollard",283
"1327","2009M11","Pollard",284
"1328","2009M12","Pollard",284
"1329","2010M01","Pollard",284
"1330","2010M02","Pollard",290
"1331","2010M03","Pollard",290
"1332","2010M04","Pollard",291
"1333","2010M05","Pollard",291
"1334","2010M06","Pollard",291
"1335","2010M07","Pollard",295
"1336","2010M08","Pollard",313
"1337","2010M09","Pollard",319
"1338","2010M10","Pollard",319
"1339","2010M11","Pollard",323
"1340","2010M12","Pollard",323
"1341","2011M01","Pollard",NA
"1342","2011M02","Pollard",NA
"1343","2011M03","Pollard",NA
"1344","2011M04","Pollard",NA
"1345","2011M05","Pollard",NA
"1346","2011M06","Pollard",NA
"1347","2011M07","Pollard",NA
"1348","2011M08","Pollard",NA
"1349","2011M09","Pollard",NA
"1350","2011M10","Pollard",NA
"1351","2011M11","Pollard",NA
"1352","2011M12","Pollard",NA
"1353","2012M01","Pollard",NA
"1354","2012M02","Pollard",NA
"1355","2012M03","Pollard",NA
"1356","2012M04","Pollard",NA
"1357","2012M05","Pollard",NA
"1358","2012M06","Pollard",NA
"1359","2012M07","Pollard",NA
"1360","2012M08","Pollard",NA
"1361","2012M09","Pollard",NA
"1362","2012M10","Pollard",NA
"1363","2012M11","Pollard",NA
"1364","2012M12","Pollard",NA
"1365","2013M01","Pollard",NA
"1366","2013M02","Pollard",NA
"1367","2013M03","Pollard",NA
"1368","2013M04","Pollard",NA
"1369","2013M05","Pollard",NA
"1370","2013M06","Pollard",NA
"1371","2013M07","Pollard",NA
"1372","2013M08","Pollard",NA
"1373","2013M09","Pollard",NA
"1374","2013M10","Pollard",NA
"1375","2013M11","Pollard",NA
"1376","2013M12","Pollard",NA
"1377","2014M01","Pollard",NA
"1378","2014M02","Pollard",NA
"1379","2014M03","Pollard",NA
"1380","2014M04","Pollard",NA
"1381","1976M01","Soya bean meal",NA
"1382","1976M02","Soya bean meal",NA
"1383","1976M03","Soya bean meal",NA
"1384","1976M04","Soya bean meal",NA
"1385","1976M05","Soya bean meal",NA
"1386","1976M06","Soya bean meal",NA
"1387","1976M07","Soya bean meal",NA
"1388","1976M08","Soya bean meal",NA
"1389","1976M09","Soya bean meal",NA
"1390","1976M10","Soya bean meal",NA
"1391","1976M11","Soya bean meal",NA
"1392","1976M12","Soya bean meal",NA
"1393","1977M01","Soya bean meal",NA
"1394","1977M02","Soya bean meal",NA
"1395","1977M03","Soya bean meal",NA
"1396","1977M04","Soya bean meal",NA
"1397","1977M05","Soya bean meal",NA
"1398","1977M06","Soya bean meal",NA
"1399","1977M07","Soya bean meal",NA
"1400","1977M08","Soya bean meal",NA
"1401","1977M09","Soya bean meal",NA
"1402","1977M10","Soya bean meal",NA
"1403","1977M11","Soya bean meal",NA
"1404","1977M12","Soya bean meal",NA
"1405","1978M01","Soya bean meal",NA
"1406","1978M02","Soya bean meal",NA
"1407","1978M03","Soya bean meal",NA
"1408","1978M04","Soya bean meal",NA
"1409","1978M05","Soya bean meal",NA
"1410","1978M06","Soya bean meal",NA
"1411","1978M07","Soya bean meal",NA
"1412","1978M08","Soya bean meal",NA
"1413","1978M09","Soya bean meal",NA
"1414","1978M10","Soya bean meal",NA
"1415","1978M11","Soya bean meal",NA
"1416","1978M12","Soya bean meal",NA
"1417","1979M01","Soya bean meal",NA
"1418","1979M02","Soya bean meal",NA
"1419","1979M03","Soya bean meal",NA
"1420","1979M04","Soya bean meal",NA
"1421","1979M05","Soya bean meal",NA
"1422","1979M06","Soya bean meal",NA
"1423","1979M07","Soya bean meal",NA
"1424","1979M08","Soya bean meal",NA
"1425","1979M09","Soya bean meal",NA
"1426","1979M10","Soya bean meal",NA
"1427","1979M11","Soya bean meal",NA
"1428","1979M12","Soya bean meal",NA
"1429","1980M01","Soya bean meal",207
"1430","1980M02","Soya bean meal",208
"1431","1980M03","Soya bean meal",208
"1432","1980M04","Soya bean meal",208
"1433","1980M05","Soya bean meal",207
"1434","1980M06","Soya bean meal",205
"1435","1980M07","Soya bean meal",204
"1436","1980M08","Soya bean meal",204
