"","Statistic","Liveweight","Month","value"
"1068","Pig Price per Kg (Euro)","Pigs 25-34 kg","1987M02",1.24
"1069","Pig Price per Head (Euro)","Pigs 35-44 kg","1987M02",44.85
"1070","Pig Price per Kg (Euro)","Pigs 35-44 kg","1987M02",1.19
"1071","Pig Price per Head (Euro)","Pigs 45-54 kg","1987M02",49.65
"1072","Pig Price per Kg (Euro)","Pigs 45-54 kg","1987M02",1.04
"1073","Pig Price per Head (Euro)","Pigs 15-24 kg","1987M03",29.34
"1074","Pig Price per Kg (Euro)","Pigs 15-24 kg","1987M03",1.31
"1075","Pig Price per Head (Euro)","Pigs 25-34 kg","1987M03",35.37
"1076","Pig Price per Kg (Euro)","Pigs 25-34 kg","1987M03",1.21
"1077","Pig Price per Head (Euro)","Pigs 35-44 kg","1987M03",43.48
"1078","Pig Price per Kg (Euro)","Pigs 35-44 kg","1987M03",1.14
"1079","Pig Price per Head (Euro)","Pigs 45-54 kg","1987M03",48.31
"1080","Pig Price per Kg (Euro)","Pigs 45-54 kg","1987M03",1
"1081","Pig Price per Head (Euro)","Pigs 15-24 kg","1987M04",30.08
"1082","Pig Price per Kg (Euro)","Pigs 15-24 kg","1987M04",1.43
"1083","Pig Price per Head (Euro)","Pigs 25-34 kg","1987M04",39.45
"1084","Pig Price per Kg (Euro)","Pigs 25-34 kg","1987M04",1.32
"1085","Pig Price per Head (Euro)","Pigs 35-44 kg","1987M04",47.32
"1086","Pig Price per Kg (Euro)","Pigs 35-44 kg","1987M04",1.26
"1087","Pig Price per Head (Euro)","Pigs 45-54 kg","1987M04",52.17
"1088","Pig Price per Kg (Euro)","Pigs 45-54 kg","1987M04",1.09
"1089","Pig Price per Head (Euro)","Pigs 15-24 kg","1987M05",33.53
"1090","Pig Price per Kg (Euro)","Pigs 15-24 kg","1987M05",1.54
"1091","Pig Price per Head (Euro)","Pigs 25-34 kg","1987M05",41.8
"1092","Pig Price per Kg (Euro)","Pigs 25-34 kg","1987M05",1.41
"1093","Pig Price per Head (Euro)","Pigs 35-44 kg","1987M05",49.34
"1094","Pig Price per Kg (Euro)","Pigs 35-44 kg","1987M05",1.31
"1095","Pig Price per Head (Euro)","Pigs 45-54 kg","1987M05",54.29
"1096","Pig Price per Kg (Euro)","Pigs 45-54 kg","1987M05",1.12
"1097","Pig Price per Head (Euro)","Pigs 15-24 kg","1987M06",31.11
"1098","Pig Price per Kg (Euro)","Pigs 15-24 kg","1987M06",1.52
"1099","Pig Price per Head (Euro)","Pigs 25-34 kg","1987M06",42.1
"1100","Pig Price per Kg (Euro)","Pigs 25-34 kg","1987M06",1.42
"1101","Pig Price per Head (Euro)","Pigs 35-44 kg","1987M06",48.72
"1102","Pig Price per Kg (Euro)","Pigs 35-44 kg","1987M06",1.31
"1103","Pig Price per Head (Euro)","Pigs 45-54 kg","1987M06",56.16
"1104","Pig Price per Kg (Euro)","Pigs 45-54 kg","1987M06",1.22
"1105","Pig Price per Head (Euro)","Pigs 15-24 kg","1987M07",33.65
"1106","Pig Price per Kg (Euro)","Pigs 15-24 kg","1987M07",1.55
"1107","Pig Price per Head (Euro)","Pigs 25-34 kg","1987M07",42.76
"1108","Pig Price per Kg (Euro)","Pigs 25-34 kg","1987M07",1.42
"1109","Pig Price per Head (Euro)","Pigs 35-44 kg","1987M07",49.91
"1110","Pig Price per Kg (Euro)","Pigs 35-44 kg","1987M07",1.31
"1111","Pig Price per Head (Euro)","Pigs 45-54 kg","1987M07",59.2
"1112","Pig Price per Kg (Euro)","Pigs 45-54 kg","1987M07",1.22
"1113","Pig Price per Head (Euro)","Pigs 15-24 kg","1987M08",29.64
"1114","Pig Price per Kg (Euro)","Pigs 15-24 kg","1987M08",1.37
"1115","Pig Price per Head (Euro)","Pigs 25-34 kg","1987M08",37.19
"1116","Pig Price per Kg (Euro)","Pigs 25-34 kg","1987M08",1.21
"1117","Pig Price per Head (Euro)","Pigs 35-44 kg","1987M08",45.24
"1118","Pig Price per Kg (Euro)","Pigs 35-44 kg","1987M08",1.19
"1119","Pig Price per Head (Euro)","Pigs 45-54 kg","1987M08",54.18
"1120","Pig Price per Kg (Euro)","Pigs 45-54 kg","1987M08",1.13
"1121","Pig Price per Head (Euro)","Pigs 15-24 kg","1987M09",29.33
"1122","Pig Price per Kg (Euro)","Pigs 15-24 kg","1987M09",1.42
"1123","Pig Price per Head (Euro)","Pigs 25-34 kg","1987M09",39.44
"1124","Pig Price per Kg (Euro)","Pigs 25-34 kg","1987M09",1.3
"1125","Pig Price per Head (Euro)","Pigs 35-44 kg","1987M09",46.42
"1126","Pig Price per Kg (Euro)","Pigs 35-44 kg","1987M09",1.23
"1127","Pig Price per Head (Euro)","Pigs 45-54 kg","1987M09",56.55
"1128","Pig Price per Kg (Euro)","Pigs 45-54 kg","1987M09",1.21
"1129","Pig Price per Head (Euro)","Pigs 15-24 kg","1987M10",32.28
"1130","Pig Price per Kg (Euro)","Pigs 15-24 kg","1987M10",1.46
"1131","Pig Price per Head (Euro)","Pigs 25-34 kg","1987M10",40.12
"1132","Pig Price per Kg (Euro)","Pigs 25-34 kg","1987M10",1.35
"1133","Pig Price per Head (Euro)","Pigs 35-44 kg","1987M10",46.74
"1134","Pig Price per Kg (Euro)","Pigs 35-44 kg","1987M10",1.24
"1135","Pig Price per Head (Euro)","Pigs 45-54 kg","1987M10",54.04
"1136","Pig Price per Kg (Euro)","Pigs 45-54 kg","1987M10",1.14
"1137","Pig Price per Head (Euro)","Pigs 15-24 kg","1987M11",28.62
"1138","Pig Price per Kg (Euro)","Pigs 15-24 kg","1987M11",1.32
"1139","Pig Price per Head (Euro)","Pigs 25-34 kg","1987M11",37.17
"1140","Pig Price per Kg (Euro)","Pigs 25-34 kg","1987M11",1.23
"1141","Pig Price per Head (Euro)","Pigs 35-44 kg","1987M11",44.26
"1142","Pig Price per Kg (Euro)","Pigs 35-44 kg","1987M11",1.18
"1143","Pig Price per Head (Euro)","Pigs 45-54 kg","1987M11",53.13
"1144","Pig Price per Kg (Euro)","Pigs 45-54 kg","1987M11",1.1
"1145","Pig Price per Head (Euro)","Pigs 15-24 kg","1987M12",27.95
"1146","Pig Price per Kg (Euro)","Pigs 15-24 kg","1987M12",1.38
"1147","Pig Price per Head (Euro)","Pigs 25-34 kg","1987M12",37.5
"1148","Pig Price per Kg (Euro)","Pigs 25-34 kg","1987M12",1.28
"1149","Pig Price per Head (Euro)","Pigs 35-44 kg","1987M12",44.96
"1150","Pig Price per Kg (Euro)","Pigs 35-44 kg","1987M12",1.18
"1151","Pig Price per Head (Euro)","Pigs 45-54 kg","1987M12",52.43
"1152","Pig Price per Kg (Euro)","Pigs 45-54 kg","1987M12",1.12
"1153","Pig Price per Head (Euro)","Pigs 15-24 kg","1988M01",28.65
"1154","Pig Price per Kg (Euro)","Pigs 15-24 kg","1988M01",1.33
"1155","Pig Price per Head (Euro)","Pigs 25-34 kg","1988M01",36.76
"1156","Pig Price per Kg (Euro)","Pigs 25-34 kg","1988M01",1.22
"1157","Pig Price per Head (Euro)","Pigs 35-44 kg","1988M01",43.21
"1158","Pig Price per Kg (Euro)","Pigs 35-44 kg","1988M01",1.13
"1159","Pig Price per Head (Euro)","Pigs 45-54 kg","1988M01",49.51
"1160","Pig Price per Kg (Euro)","Pigs 45-54 kg","1988M01",1.05
"1161","Pig Price per Head (Euro)","Pigs 15-24 kg","1988M02",28.63
"1162","Pig Price per Kg (Euro)","Pigs 15-24 kg","1988M02",1.45
"1163","Pig Price per Head (Euro)","Pigs 25-34 kg","1988M02",38.66
"1164","Pig Price per Kg (Euro)","Pigs 25-34 kg","1988M02",1.27
"1165","Pig Price per Head (Euro)","Pigs 35-44 kg","1988M02",45.86
"1166","Pig Price per Kg (Euro)","Pigs 35-44 kg","1988M02",1.21
"1167","Pig Price per Head (Euro)","Pigs 45-54 kg","1988M02",53.74
"1168","Pig Price per Kg (Euro)","Pigs 45-54 kg","1988M02",1.1
"1169","Pig Price per Head (Euro)","Pigs 15-24 kg","1988M03",31.03
"1170","Pig Price per Kg (Euro)","Pigs 15-24 kg","1988M03",1.46
"1171","Pig Price per Head (Euro)","Pigs 25-34 kg","1988M03",40.45
"1172","Pig Price per Kg (Euro)","Pigs 25-34 kg","1988M03",1.37
"1173","Pig Price per Head (Euro)","Pigs 35-44 kg","1988M03",47.84
"1174","Pig Price per Kg (Euro)","Pigs 35-44 kg","1988M03",1.26
"1175","Pig Price per Head (Euro)","Pigs 45-54 kg","1988M03",54.29
"1176","Pig Price per Kg (Euro)","Pigs 45-54 kg","1988M03",1.13
"1177","Pig Price per Head (Euro)","Pigs 15-24 kg","1988M04",30.04
"1178","Pig Price per Kg (Euro)","Pigs 15-24 kg","1988M04",1.42
"1179","Pig Price per Head (Euro)","Pigs 25-34 kg","1988M04",38.45
"1180","Pig Price per Kg (Euro)","Pigs 25-34 kg","1988M04",1.28
"1181","Pig Price per Head (Euro)","Pigs 35-44 kg","1988M04",46.36
"1182","Pig Price per Kg (Euro)","Pigs 35-44 kg","1988M04",1.23
"1183","Pig Price per Head (Euro)","Pigs 45-54 kg","1988M04",53.1
"1184","Pig Price per Kg (Euro)","Pigs 45-54 kg","1988M04",1.09
"1185","Pig Price per Head (Euro)","Pigs 15-24 kg","1988M05",29.81
"1186","Pig Price per Kg (Euro)","Pigs 15-24 kg","1988M05",1.42
"1187","Pig Price per Head (Euro)","Pigs 25-34 kg","1988M05",38.45
"1188","Pig Price per Kg (Euro)","Pigs 25-34 kg","1988M05",1.28
"1189","Pig Price per Head (Euro)","Pigs 35-44 kg","1988M05",45.47
"1190","Pig Price per Kg (Euro)","Pigs 35-44 kg","1988M05",1.19
"1191","Pig Price per Head (Euro)","Pigs 45-54 kg","1988M05",53.28
"1192","Pig Price per Kg (Euro)","Pigs 45-54 kg","1988M05",1.08
"1193","Pig Price per Head (Euro)","Pigs 15-24 kg","1988M06",30.82
"1194","Pig Price per Kg (Euro)","Pigs 15-24 kg","1988M06",1.43
"1195","Pig Price per Head (Euro)","Pigs 25-34 kg","1988M06",38.5
"1196","Pig Price per Kg (Euro)","Pigs 25-34 kg","1988M06",1.27
"1197","Pig Price per Head (Euro)","Pigs 35-44 kg","1988M06",45.82
"1198","Pig Price per Kg (Euro)","Pigs 35-44 kg","1988M06",1.19
"1199","Pig Price per Head (Euro)","Pigs 45-54 kg","1988M06",51.3
"1200","Pig Price per Kg (Euro)","Pigs 45-54 kg","1988M06",1.1
"1201","Pig Price per Head (Euro)","Pigs 15-24 kg","1988M07",25.99
"1202","Pig Price per Kg (Euro)","Pigs 15-24 kg","1988M07",1.23
"1203","Pig Price per Head (Euro)","Pigs 25-34 kg","1988M07",33.41
"1204","Pig Price per Kg (Euro)","Pigs 25-34 kg","1988M07",1.12
"1205","Pig Price per Head (Euro)","Pigs 35-44 kg","1988M07",41.14
"1206","Pig Price per Kg (Euro)","Pigs 35-44 kg","1988M07",1.08
"1207","Pig Price per Head (Euro)","Pigs 45-54 kg","1988M07",50.52
"1208","Pig Price per Kg (Euro)","Pigs 45-54 kg","1988M07",1.03
"1209","Pig Price per Head (Euro)","Pigs 15-24 kg","1988M08",25.26
"1210","Pig Price per Kg (Euro)","Pigs 15-24 kg","1988M08",1.19
"1211","Pig Price per Head (Euro)","Pigs 25-34 kg","1988M08",32.28
"1212","Pig Price per Kg (Euro)","Pigs 25-34 kg","1988M08",1.09
"1213","Pig Price per Head (Euro)","Pigs 35-44 kg","1988M08",39.64
"1214","Pig Price per Kg (Euro)","Pigs 35-44 kg","1988M08",1.04
"1215","Pig Price per Head (Euro)","Pigs 45-54 kg","1988M08",47.48
"1216","Pig Price per Kg (Euro)","Pigs 45-54 kg","1988M08",0.99
"1217","Pig Price per Head (Euro)","Pigs 15-24 kg","1988M09",27.22
"1218","Pig Price per Kg (Euro)","Pigs 15-24 kg","1988M09",1.31
"1219","Pig Price per Head (Euro)","Pigs 25-34 kg","1988M09",35.32
"1220","Pig Price per Kg (Euro)","Pigs 25-34 kg","1988M09",1.19
"1221","Pig Price per Head (Euro)","Pigs 35-44 kg","1988M09",44.3
"1222","Pig Price per Kg (Euro)","Pigs 35-44 kg","1988M09",1.16
"1223","Pig Price per Head (Euro)","Pigs 45-54 kg","1988M09",53.09
"1224","Pig Price per Kg (Euro)","Pigs 45-54 kg","1988M09",1.04
"1225","Pig Price per Head (Euro)","Pigs 15-24 kg","1988M10",26.75
"1226","Pig Price per Kg (Euro)","Pigs 15-24 kg","1988M10",1.24
"1227","Pig Price per Head (Euro)","Pigs 25-34 kg","1988M10",34.13
"1228","Pig Price per Kg (Euro)","Pigs 25-34 kg","1988M10",1.14
"1229","Pig Price per Head (Euro)","Pigs 35-44 kg","1988M10",42.23
"1230","Pig Price per Kg (Euro)","Pigs 35-44 kg","1988M10",1.12
"1231","Pig Price per Head (Euro)","Pigs 45-54 kg","1988M10",48.21
"1232","Pig Price per Kg (Euro)","Pigs 45-54 kg","1988M10",1.03
"1233","Pig Price per Head (Euro)","Pigs 15-24 kg","1988M11",23.82
"1234","Pig Price per Kg (Euro)","Pigs 15-24 kg","1988M11",1.16
"1235","Pig Price per Head (Euro)","Pigs 25-34 kg","1988M11",32.56
"1236","Pig Price per Kg (Euro)","Pigs 25-34 kg","1988M11",1.09
"1237","Pig Price per Head (Euro)","Pigs 35-44 kg","1988M11",40.21
"1238","Pig Price per Kg (Euro)","Pigs 35-44 kg","1988M11",1.07
"1239","Pig Price per Head (Euro)","Pigs 45-54 kg","1988M11",47.78
"1240","Pig Price per Kg (Euro)","Pigs 45-54 kg","1988M11",0.98
"1241","Pig Price per Head (Euro)","Pigs 15-24 kg","1988M12",22.12
"1242","Pig Price per Kg (Euro)","Pigs 15-24 kg","1988M12",1.07
"1243","Pig Price per Head (Euro)","Pigs 25-34 kg","1988M12",31.6
"1244","Pig Price per Kg (Euro)","Pigs 25-34 kg","1988M12",1.07
"1245","Pig Price per Head (Euro)","Pigs 35-44 kg","1988M12",40.44
"1246","Pig Price per Kg (Euro)","Pigs 35-44 kg","1988M12",1.07
"1247","Pig Price per Head (Euro)","Pigs 45-54 kg","1988M12",46.7
"1248","Pig Price per Kg (Euro)","Pigs 45-54 kg","1988M12",0.94
"1249","Pig Price per Head (Euro)","Pigs 15-24 kg","1989M01",26.14
"1250","Pig Price per Kg (Euro)","Pigs 15-24 kg","1989M01",1.22
"1251","Pig Price per Head (Euro)","Pigs 25-34 kg","1989M01",33.75
"1252","Pig Price per Kg (Euro)","Pigs 25-34 kg","1989M01",1.12
"1253","Pig Price per Head (Euro)","Pigs 35-44 kg","1989M01",40.64
"1254","Pig Price per Kg (Euro)","Pigs 35-44 kg","1989M01",1.07
"1255","Pig Price per Head (Euro)","Pigs 45-54 kg","1989M01",48.73
"1256","Pig Price per Kg (Euro)","Pigs 45-54 kg","1989M01",0.99
"1257","Pig Price per Head (Euro)","Pigs 15-24 kg","1989M02",26.69
"1258","Pig Price per Kg (Euro)","Pigs 15-24 kg","1989M02",1.24
"1259","Pig Price per Head (Euro)","Pigs 25-34 kg","1989M02",35.25
"1260","Pig Price per Kg (Euro)","Pigs 25-34 kg","1989M02",1.17
"1261","Pig Price per Head (Euro)","Pigs 35-44 kg","1989M02",42.76
"1262","Pig Price per Kg (Euro)","Pigs 35-44 kg","1989M02",1.13
"1263","Pig Price per Head (Euro)","Pigs 45-54 kg","1989M02",49.46
"1264","Pig Price per Kg (Euro)","Pigs 45-54 kg","1989M02",1.04
"1265","Pig Price per Head (Euro)","Pigs 15-24 kg","1989M03",29.94
"1266","Pig Price per Kg (Euro)","Pigs 15-24 kg","1989M03",1.46
"1267","Pig Price per Head (Euro)","Pigs 25-34 kg","1989M03",40.03
"1268","Pig Price per Kg (Euro)","Pigs 25-34 kg","1989M03",1.36
"1269","Pig Price per Head (Euro)","Pigs 35-44 kg","1989M03",48.07
"1270","Pig Price per Kg (Euro)","Pigs 35-44 kg","1989M03",1.26
"1271","Pig Price per Head (Euro)","Pigs 45-54 kg","1989M03",40.99
"1272","Pig Price per Kg (Euro)","Pigs 45-54 kg","1989M03",1.12
"1273","Pig Price per Head (Euro)","Pigs 15-24 kg","1989M04",33.38
"1274","Pig Price per Kg (Euro)","Pigs 15-24 kg","1989M04",1.54
"1275","Pig Price per Head (Euro)","Pigs 25-34 kg","1989M04",42.36
"1276","Pig Price per Kg (Euro)","Pigs 25-34 kg","1989M04",1.4
"1277","Pig Price per Head (Euro)","Pigs 35-44 kg","1989M04",49.25
"1278","Pig Price per Kg (Euro)","Pigs 35-44 kg","1989M04",1.28
"1279","Pig Price per Head (Euro)","Pigs 45-54 kg","1989M04",56.44
"1280","Pig Price per Kg (Euro)","Pigs 45-54 kg","1989M04",1.17
"1281","Pig Price per Head (Euro)","Pigs 15-24 kg","1989M05",32.24
"1282","Pig Price per Kg (Euro)","Pigs 15-24 kg","1989M05",1.52
"1283","Pig Price per Head (Euro)","Pigs 25-34 kg","1989M05",42.08
"1284","Pig Price per Kg (Euro)","Pigs 25-34 kg","1989M05",1.4
"1285","Pig Price per Head (Euro)","Pigs 35-44 kg","1989M05",49.3
"1286","Pig Price per Kg (Euro)","Pigs 35-44 kg","1989M05",1.31
"1287","Pig Price per Head (Euro)","Pigs 45-54 kg","1989M05",54.74
"1288","Pig Price per Kg (Euro)","Pigs 45-54 kg","1989M05",1.18
"1289","Pig Price per Head (Euro)","Pigs 15-24 kg","1989M06",36.09
"1290","Pig Price per Kg (Euro)","Pigs 15-24 kg","1989M06",1.69
"1291","Pig Price per Head (Euro)","Pigs 25-34 kg","1989M06",44.68
"1292","Pig Price per Kg (Euro)","Pigs 25-34 kg","1989M06",1.5
"1293","Pig Price per Head (Euro)","Pigs 35-44 kg","1989M06",52.34
"1294","Pig Price per Kg (Euro)","Pigs 35-44 kg","1989M06",1.37
"1295","Pig Price per Head (Euro)","Pigs 45-54 kg","1989M06",59.55
"1296","Pig Price per Kg (Euro)","Pigs 45-54 kg","1989M06",1.26
"1297","Pig Price per Head (Euro)","Pigs 15-24 kg","1989M07",34.09
"1298","Pig Price per Kg (Euro)","Pigs 15-24 kg","1989M07",1.65
"1299","Pig Price per Head (Euro)","Pigs 25-34 kg","1989M07",44.62
"1300","Pig Price per Kg (Euro)","Pigs 25-34 kg","1989M07",1.49
"1301","Pig Price per Head (Euro)","Pigs 35-44 kg","1989M07",52.45
"1302","Pig Price per Kg (Euro)","Pigs 35-44 kg","1989M07",1.38
"1303","Pig Price per Head (Euro)","Pigs 45-54 kg","1989M07",61.93
"1304","Pig Price per Kg (Euro)","Pigs 45-54 kg","1989M07",1.22
"1305","Pig Price per Head (Euro)","Pigs 15-24 kg","1989M08",34.78
"1306","Pig Price per Kg (Euro)","Pigs 15-24 kg","1989M08",1.69
"1307","Pig Price per Head (Euro)","Pigs 25-34 kg","1989M08",45.51
"1308","Pig Price per Kg (Euro)","Pigs 25-34 kg","1989M08",1.5
"1309","Pig Price per Head (Euro)","Pigs 35-44 kg","1989M08",53.08
"1310","Pig Price per Kg (Euro)","Pigs 35-44 kg","1989M08",1.41
"1311","Pig Price per Head (Euro)","Pigs 45-54 kg","1989M08",60.33
"1312","Pig Price per Kg (Euro)","Pigs 45-54 kg","1989M08",1.26
"1313","Pig Price per Head (Euro)","Pigs 15-24 kg","1989M09",40.61
"1314","Pig Price per Kg (Euro)","Pigs 15-24 kg","1989M09",1.96
"1315","Pig Price per Head (Euro)","Pigs 25-34 kg","1989M09",50.75
"1316","Pig Price per Kg (Euro)","Pigs 25-34 kg","1989M09",1.69
"1317","Pig Price per Head (Euro)","Pigs 35-44 kg","1989M09",58.97
"1318","Pig Price per Kg (Euro)","Pigs 35-44 kg","1989M09",1.56
"1319","Pig Price per Head (Euro)","Pigs 45-54 kg","1989M09",67.99
"1320","Pig Price per Kg (Euro)","Pigs 45-54 kg","1989M09",1.41
"1321","Pig Price per Head (Euro)","Pigs 15-24 kg","1989M10",35.81
"1322","Pig Price per Kg (Euro)","Pigs 15-24 kg","1989M10",1.7
"1323","Pig Price per Head (Euro)","Pigs 25-34 kg","1989M10",45.71
"1324","Pig Price per Kg (Euro)","Pigs 25-34 kg","1989M10",1.54
"1325","Pig Price per Head (Euro)","Pigs 35-44 kg","1989M10",56.24
"1326","Pig Price per Kg (Euro)","Pigs 35-44 kg","1989M10",1.49
"1327","Pig Price per Head (Euro)","Pigs 45-54 kg","1989M10",66.72
"1328","Pig Price per Kg (Euro)","Pigs 45-54 kg","1989M10",1.37
"1329","Pig Price per Head (Euro)","Pigs 15-24 kg","1989M11",34.41
"1330","Pig Price per Kg (Euro)","Pigs 15-24 kg","1989M11",1.63
"1331","Pig Price per Head (Euro)","Pigs 25-34 kg","1989M11",40.81
"1332","Pig Price per Kg (Euro)","Pigs 25-34 kg","1989M11",1.33
"1333","Pig Price per Head (Euro)","Pigs 35-44 kg","1989M11",51.4
"1334","Pig Price per Kg (Euro)","Pigs 35-44 kg","1989M11",1.38
"1335","Pig Price per Head (Euro)","Pigs 45-54 kg","1989M11",58.99
"1336","Pig Price per Kg (Euro)","Pigs 45-54 kg","1989M11",1.22
"1337","Pig Price per Head (Euro)","Pigs 15-24 kg","1989M12",30.16
"1338","Pig Price per Kg (Euro)","Pigs 15-24 kg","1989M12",1.42
"1339","Pig Price per Head (Euro)","Pigs 25-34 kg","1989M12",40.63
"1340","Pig Price per Kg (Euro)","Pigs 25-34 kg","1989M12",1.35
"1341","Pig Price per Head (Euro)","Pigs 35-44 kg","1989M12",47.89
"1342","Pig Price per Kg (Euro)","Pigs 35-44 kg","1989M12",1.27
"1343","Pig Price per Head (Euro)","Pigs 45-54 kg","1989M12",51.03
"1344","Pig Price per Kg (Euro)","Pigs 45-54 kg","1989M12",1.08
"1345","Pig Price per Head (Euro)","Pigs 15-24 kg","1990M01",26.32
"1346","Pig Price per Kg (Euro)","Pigs 15-24 kg","1990M01",1.28
"1347","Pig Price per Head (Euro)","Pigs 25-34 kg","1990M01",34.96
"1348","Pig Price per Kg (Euro)","Pigs 25-34 kg","1990M01",1.16
"1349","Pig Price per Head (Euro)","Pigs 35-44 kg","1990M01",42.52
"1350","Pig Price per Kg (Euro)","Pigs 35-44 kg","1990M01",1.13
"1351","Pig Price per Head (Euro)","Pigs 45-54 kg","1990M01",49.37
"1352","Pig Price per Kg (Euro)","Pigs 45-54 kg","1990M01",1.04
"1353","Pig Price per Head (Euro)","Pigs 15-24 kg","1990M02",30.31
"1354","Pig Price per Kg (Euro)","Pigs 15-24 kg","1990M02",1.55
"1355","Pig Price per Head (Euro)","Pigs 25-34 kg","1990M02",40.52
"1356","Pig Price per Kg (Euro)","Pigs 25-34 kg","1990M02",1.36
"1357","Pig Price per Head (Euro)","Pigs 35-44 kg","1990M02",46.8
"1358","Pig Price per Kg (Euro)","Pigs 35-44 kg","1990M02",1.22
"1359","Pig Price per Head (Euro)","Pigs 45-54 kg","1990M02",54.43
"1360","Pig Price per Kg (Euro)","Pigs 45-54 kg","1990M02",1.14
"1361","Pig Price per Head (Euro)","Pigs 15-24 kg","1990M03",34.07
"1362","Pig Price per Kg (Euro)","Pigs 15-24 kg","1990M03",1.61
"1363","Pig Price per Head (Euro)","Pigs 25-34 kg","1990M03",44.39
"1364","Pig Price per Kg (Euro)","Pigs 25-34 kg","1990M03",1.47
"1365","Pig Price per Head (Euro)","Pigs 35-44 kg","1990M03",50.17
"1366","Pig Price per Kg (Euro)","Pigs 35-44 kg","1990M03",1.33
"1367","Pig Price per Head (Euro)","Pigs 45-54 kg","1990M03",57.46
"1368","Pig Price per Kg (Euro)","Pigs 45-54 kg","1990M03",1.17
"1369","Pig Price per Head (Euro)","Pigs 15-24 kg","1990M04",32.59
"1370","Pig Price per Kg (Euro)","Pigs 15-24 kg","1990M04",1.56
"1371","Pig Price per Head (Euro)","Pigs 25-34 kg","1990M04",42.59
"1372","Pig Price per Kg (Euro)","Pigs 25-34 kg","1990M04",1.45
"1373","Pig Price per Head (Euro)","Pigs 35-44 kg","1990M04",50.43
"1374","Pig Price per Kg (Euro)","Pigs 35-44 kg","1990M04",1.33
"1375","Pig Price per Head (Euro)","Pigs 45-54 kg","1990M04",56.36
"1376","Pig Price per Kg (Euro)","Pigs 45-54 kg","1990M04",1.21
"1377","Pig Price per Head (Euro)","Pigs 15-24 kg","1990M05",33.11
"1378","Pig Price per Kg (Euro)","Pigs 15-24 kg","1990M05",1.54
"1379","Pig Price per Head (Euro)","Pigs 25-34 kg","1990M05",44.1
"1380","Pig Price per Kg (Euro)","Pigs 25-34 kg","1990M05",1.49
"1381","Pig Price per Head (Euro)","Pigs 35-44 kg","1990M05",52.36
"1382","Pig Price per Kg (Euro)","Pigs 35-44 kg","1990M05",1.4
"1383","Pig Price per Head (Euro)","Pigs 45-54 kg","1990M05",60.76
"1384","Pig Price per Kg (Euro)","Pigs 45-54 kg","1990M05",1.3
"1385","Pig Price per Head (Euro)","Pigs 15-24 kg","1990M06",34.96
"1386","Pig Price per Kg (Euro)","Pigs 15-24 kg","1990M06",1.65
"1387","Pig Price per Head (Euro)","Pigs 25-34 kg","1990M06",45.15
"1388","Pig Price per Kg (Euro)","Pigs 25-34 kg","1990M06",1.5
"1389","Pig Price per Head (Euro)","Pigs 35-44 kg","1990M06",52.94
"1390","Pig Price per Kg (Euro)","Pigs 35-44 kg","1990M06",1.41
"1391","Pig Price per Head (Euro)","Pigs 45-54 kg","1990M06",61.79
"1392","Pig Price per Kg (Euro)","Pigs 45-54 kg","1990M06",1.3
"1393","Pig Price per Head (Euro)","Pigs 15-24 kg","1990M07",29.6
"1394","Pig Price per Kg (Euro)","Pigs 15-24 kg","1990M07",1.47
"1395","Pig Price per Head (Euro)","Pigs 25-34 kg","1990M07",41.67
"1396","Pig Price per Kg (Euro)","Pigs 25-34 kg","1990M07",1.38
"1397","Pig Price per Head (Euro)","Pigs 35-44 kg","1990M07",50.24
"1398","Pig Price per Kg (Euro)","Pigs 35-44 kg","1990M07",1.35
"1399","Pig Price per Head (Euro)","Pigs 45-54 kg","1990M07",59.4
