"","Region","Year","Type.of.Animal","value"
"2647","South-East","1999","Ewes: under 2 years",147.7
"2648","South-West","1999","Ewes: under 2 years",108.5
"2649","State","2000","Ewes: under 2 years",708.6
"2650","Dublin plus Mid East","2000","Ewes: under 2 years",101.5
"2651","Border","2000","Ewes: under 2 years",130.8
"2652","Midland","2000","Ewes: under 2 years",45.4
"2653","West","2000","Ewes: under 2 years",181.1
"2654","Mid-West","2000","Ewes: under 2 years",22.8
"2655","South-East","2000","Ewes: under 2 years",129.8
"2656","South-West","2000","Ewes: under 2 years",97.2
"2657","State","2001","Ewes: under 2 years",653.3
"2658","Dublin plus Mid East","2001","Ewes: under 2 years",99.2
"2659","Border","2001","Ewes: under 2 years",123.3
"2660","Midland","2001","Ewes: under 2 years",40.7
"2661","West","2001","Ewes: under 2 years",165.5
"2662","Mid-West","2001","Ewes: under 2 years",19.5
"2663","South-East","2001","Ewes: under 2 years",114.7
"2664","South-West","2001","Ewes: under 2 years",90.4
"2665","State","2002","Ewes: under 2 years",654.1
"2666","Dublin plus Mid East","2002","Ewes: under 2 years",103.8
"2667","Border","2002","Ewes: under 2 years",120.9
"2668","Midland","2002","Ewes: under 2 years",43.5
"2669","West","2002","Ewes: under 2 years",168.9
"2670","Mid-West","2002","Ewes: under 2 years",20.5
"2671","South-East","2002","Ewes: under 2 years",108.8
"2672","South-West","2002","Ewes: under 2 years",87.7
"2673","State","2003","Ewes: under 2 years",588.6
"2674","Dublin plus Mid East","2003","Ewes: under 2 years",93.9
"2675","Border","2003","Ewes: under 2 years",111.6
"2676","Midland","2003","Ewes: under 2 years",34.2
"2677","West","2003","Ewes: under 2 years",150.5
"2678","Mid-West","2003","Ewes: under 2 years",15.1
"2679","South-East","2003","Ewes: under 2 years",101
"2680","South-West","2003","Ewes: under 2 years",82.3
"2681","State","2004","Ewes: under 2 years",584.8
"2682","Dublin plus Mid East","2004","Ewes: under 2 years",87.9
"2683","Border","2004","Ewes: under 2 years",110.4
"2684","Midland","2004","Ewes: under 2 years",38.1
"2685","West","2004","Ewes: under 2 years",146.2
"2686","Mid-West","2004","Ewes: under 2 years",13.5
"2687","South-East","2004","Ewes: under 2 years",113.9
"2688","South-West","2004","Ewes: under 2 years",74.8
"2689","State","1991","Rams",115.7
"2690","Dublin plus Mid East","1991","Rams",19.3
"2691","Border","1991","Rams",18.2
"2692","Midland","1991","Rams",9.7
"2693","West","1991","Rams",25.4
"2694","Mid-West","1991","Rams",5.6
"2695","South-East","1991","Rams",23.4
"2696","South-West","1991","Rams",14.1
"2697","State","1992","Rams",122.9
"2698","Dublin plus Mid East","1992","Rams",19.5
"2699","Border","1992","Rams",20.8
"2700","Midland","1992","Rams",10.7
"2701","West","1992","Rams",27.1
"2702","Mid-West","1992","Rams",5.7
"2703","South-East","1992","Rams",23.9
"2704","South-West","1992","Rams",15.2
"2705","State","1993","Rams",121.4
"2706","Dublin plus Mid East","1993","Rams",18.9
"2707","Border","1993","Rams",19.8
"2708","Midland","1993","Rams",10.3
"2709","West","1993","Rams",27.4
"2710","Mid-West","1993","Rams",6.1
"2711","South-East","1993","Rams",23.6
"2712","South-West","1993","Rams",15.1
"2713","State","1994","Rams",119.8
"2714","Dublin plus Mid East","1994","Rams",17.8
"2715","Border","1994","Rams",20.6
"2716","Midland","1994","Rams",10.6
"2717","West","1994","Rams",27.2
"2718","Mid-West","1994","Rams",5.5
"2719","South-East","1994","Rams",23.5
"2720","South-West","1994","Rams",14.6
"2721","State","1995","Rams",117.7
"2722","Dublin plus Mid East","1995","Rams",18
"2723","Border","1995","Rams",19
"2724","Midland","1995","Rams",9.9
"2725","West","1995","Rams",28.5
"2726","Mid-West","1995","Rams",5.5
"2727","South-East","1995","Rams",22.5
"2728","South-West","1995","Rams",14.2
"2729","State","1996","Rams",110.2
"2730","Dublin plus Mid East","1996","Rams",16.3
"2731","Border","1996","Rams",18
"2732","Midland","1996","Rams",8.2
"2733","West","1996","Rams",28.9
"2734","Mid-West","1996","Rams",4.9
"2735","South-East","1996","Rams",20.3
"2736","South-West","1996","Rams",13.7
"2737","State","1997","Rams",112.1
"2738","Dublin plus Mid East","1997","Rams",16.2
"2739","Border","1997","Rams",19
"2740","Midland","1997","Rams",8.4
"2741","West","1997","Rams",28.1
"2742","Mid-West","1997","Rams",5
"2743","South-East","1997","Rams",21
"2744","South-West","1997","Rams",14.4
"2745","State","1998","Rams",114.1
"2746","Dublin plus Mid East","1998","Rams",16.8
"2747","Border","1998","Rams",19.4
"2748","Midland","1998","Rams",9
"2749","West","1998","Rams",28.2
"2750","Mid-West","1998","Rams",4.8
"2751","South-East","1998","Rams",20.8
"2752","South-West","1998","Rams",15
"2753","State","1999","Rams",111.7
"2754","Dublin plus Mid East","1999","Rams",16.7
"2755","Border","1999","Rams",20
"2756","Midland","1999","Rams",9
"2757","West","1999","Rams",26.7
"2758","Mid-West","1999","Rams",4.6
"2759","South-East","1999","Rams",20.6
"2760","South-West","1999","Rams",14
"2761","State","2000","Rams",109.5
"2762","Dublin plus Mid East","2000","Rams",16.1
"2763","Border","2000","Rams",20.8
"2764","Midland","2000","Rams",8.9
"2765","West","2000","Rams",26.8
"2766","Mid-West","2000","Rams",4.2
"2767","South-East","2000","Rams",19.1
"2768","South-West","2000","Rams",13.4
"2769","State","2001","Rams",104.9
"2770","Dublin plus Mid East","2001","Rams",15
"2771","Border","2001","Rams",20.3
"2772","Midland","2001","Rams",8.9
"2773","West","2001","Rams",25.4
"2774","Mid-West","2001","Rams",3.9
"2775","South-East","2001","Rams",18.4
"2776","South-West","2001","Rams",12.9
"2777","State","2002","Rams",105.3
"2778","Dublin plus Mid East","2002","Rams",15.4
"2779","Border","2002","Rams",19.8
"2780","Midland","2002","Rams",8.1
"2781","West","2002","Rams",26
"2782","Mid-West","2002","Rams",4.1
"2783","South-East","2002","Rams",18.3
"2784","South-West","2002","Rams",13.7
"2785","State","2003","Rams",102.5
"2786","Dublin plus Mid East","2003","Rams",14.9
"2787","Border","2003","Rams",20.3
"2788","Midland","2003","Rams",7.7
"2789","West","2003","Rams",26
"2790","Mid-West","2003","Rams",3.7
"2791","South-East","2003","Rams",16.4
"2792","South-West","2003","Rams",13.6
"2793","State","2004","Rams",99.6
"2794","Dublin plus Mid East","2004","Rams",14.1
"2795","Border","2004","Rams",19.6
"2796","Midland","2004","Rams",8
"2797","West","2004","Rams",26.4
"2798","Mid-West","2004","Rams",3.6
"2799","South-East","2004","Rams",14.9
"2800","South-West","2004","Rams",12.9
"2801","State","1991","Other sheep",4146.4
"2802","Dublin plus Mid East","1991","Other sheep",624.7
"2803","Border","1991","Other sheep",648.5
"2804","Midland","1991","Other sheep",308.9
"2805","West","1991","Other sheep",1058.9
"2806","Mid-West","1991","Other sheep",178
"2807","South-East","1991","Other sheep",845.4
"2808","South-West","1991","Other sheep",482.1
"2809","State","1992","Other sheep",4030.1
"2810","Dublin plus Mid East","1992","Other sheep",616.4
"2811","Border","1992","Other sheep",626.2
"2812","Midland","1992","Other sheep",302.9
"2813","West","1992","Other sheep",1018.6
"2814","Mid-West","1992","Other sheep",172.7
"2815","South-East","1992","Other sheep",828.9
"2816","South-West","1992","Other sheep",464.4
"2817","State","1993","Other sheep",3786.9
"2818","Dublin plus Mid East","1993","Other sheep",575.4
"2819","Border","1993","Other sheep",592.2
"2820","Midland","1993","Other sheep",271.7
"2821","West","1993","Other sheep",959.4
"2822","Mid-West","1993","Other sheep",157.4
"2823","South-East","1993","Other sheep",783.3
"2824","South-West","1993","Other sheep",447.6
"2825","State","1994","Other sheep",3663.1
"2826","Dublin plus Mid East","1994","Other sheep",565.4
"2827","Border","1994","Other sheep",564.2
"2828","Midland","1994","Other sheep",276.9
"2829","West","1994","Other sheep",925.8
"2830","Mid-West","1994","Other sheep",152.6
"2831","South-East","1994","Other sheep",769.3
"2832","South-West","1994","Other sheep",408.8
"2833","State","1995","Other sheep",3717.8
"2834","Dublin plus Mid East","1995","Other sheep",572.9
"2835","Border","1995","Other sheep",576.7
"2836","Midland","1995","Other sheep",278.9
"2837","West","1995","Other sheep",976.6
"2838","Mid-West","1995","Other sheep",165.7
"2839","South-East","1995","Other sheep",746.2
"2840","South-West","1995","Other sheep",400.8
"2841","State","1996","Other sheep",3422.4
"2842","Dublin plus Mid East","1996","Other sheep",524.4
"2843","Border","1996","Other sheep",556.9
"2844","Midland","1996","Other sheep",231.7
"2845","West","1996","Other sheep",943.4
"2846","Mid-West","1996","Other sheep",136.5
"2847","South-East","1996","Other sheep",657.5
"2848","South-West","1996","Other sheep",372.1
"2849","State","1997","Other sheep",3640.2
"2850","Dublin plus Mid East","1997","Other sheep",554.2
"2851","Border","1997","Other sheep",586.5
"2852","Midland","1997","Other sheep",259.8
"2853","West","1997","Other sheep",991.4
"2854","Mid-West","1997","Other sheep",145.2
"2855","South-East","1997","Other sheep",697.3
"2856","South-West","1997","Other sheep",405.6
"2857","State","1998","Other sheep",3734.6
"2858","Dublin plus Mid East","1998","Other sheep",555
"2859","Border","1998","Other sheep",607.6
"2860","Midland","1998","Other sheep",285.7
"2861","West","1998","Other sheep",1014.8
"2862","Mid-West","1998","Other sheep",144.9
"2863","South-East","1998","Other sheep",712.9
"2864","South-West","1998","Other sheep",413.7
"2865","State","1999","Other sheep",3526.6
"2866","Dublin plus Mid East","1999","Other sheep",572.6
"2867","Border","1999","Other sheep",530.7
"2868","Midland","1999","Other sheep",277
"2869","West","1999","Other sheep",930.7
"2870","Mid-West","1999","Other sheep",144.6
"2871","South-East","1999","Other sheep",722.1
"2872","South-West","1999","Other sheep",348.9
"2873","State","2000","Other sheep",3338.7
"2874","Dublin plus Mid East","2000","Other sheep",545.4
"2875","Border","2000","Other sheep",560.3
"2876","Midland","2000","Other sheep",266
"2877","West","2000","Other sheep",877.6
"2878","Mid-West","2000","Other sheep",124.2
"2879","South-East","2000","Other sheep",618.8
"2880","South-West","2000","Other sheep",346.4
"2881","State","2001","Other sheep",3310.9
"2882","Dublin plus Mid East","2001","Other sheep",522.9
"2883","Border","2001","Other sheep",588
"2884","Midland","2001","Other sheep",266.7
"2885","West","2001","Other sheep",891.6
"2886","Mid-West","2001","Other sheep",110.8
"2887","South-East","2001","Other sheep",592
"2888","South-West","2001","Other sheep",338.8
"2889","State","2002","Other sheep",3300.1
"2890","Dublin plus Mid East","2002","Other sheep",507
"2891","Border","2002","Other sheep",577
"2892","Midland","2002","Other sheep",272.2
"2893","West","2002","Other sheep",886.9
"2894","Mid-West","2002","Other sheep",109.7
"2895","South-East","2002","Other sheep",590.9
"2896","South-West","2002","Other sheep",356.5
"2897","State","2003","Other sheep",3131
"2898","Dublin plus Mid East","2003","Other sheep",506.4
"2899","Border","2003","Other sheep",547.3
"2900","Midland","2003","Other sheep",248.8
"2901","West","2003","Other sheep",856.9
"2902","Mid-West","2003","Other sheep",102.5
"2903","South-East","2003","Other sheep",530.4
"2904","South-West","2003","Other sheep",338.8
"2905","State","2004","Other sheep",3107.3
"2906","Dublin plus Mid East","2004","Other sheep",485
"2907","Border","2004","Other sheep",538.8
"2908","Midland","2004","Other sheep",242.7
"2909","West","2004","Other sheep",838.9
"2910","Mid-West","2004","Other sheep",99.7
"2911","South-East","2004","Other sheep",554.1
"2912","South-West","2004","Other sheep",347.9
"2913","State","1991","Total pigs",1303.7
"2914","Dublin plus Mid East","1991","Total pigs",97.1
"2915","Border","1991","Total pigs",304.5
"2916","Midland","1991","Total pigs",230.4
"2917","West","1991","Total pigs",45.2
"2918","Mid-West","1991","Total pigs",89.7
"2919","South-East","1991","Total pigs",276.1
"2920","South-West","1991","Total pigs",260.7
"2921","State","1992","Total pigs",1385.8
"2922","Dublin plus Mid East","1992","Total pigs",96
"2923","Border","1992","Total pigs",327.4
"2924","Midland","1992","Total pigs",242.3
"2925","West","1992","Total pigs",56.2
"2926","Mid-West","1992","Total pigs",84
"2927","South-East","1992","Total pigs",305
"2928","South-West","1992","Total pigs",275
"2929","State","1993","Total pigs",1521.6
"2930","Dublin plus Mid East","1993","Total pigs",66.7
"2931","Border","1993","Total pigs",438.4
"2932","Midland","1993","Total pigs",194
"2933","West","1993","Total pigs",49.8
"2934","Mid-West","1993","Total pigs",94.2
"2935","South-East","1993","Total pigs",323.3
"2936","South-West","1993","Total pigs",355.2
"2937","State","1994","Total pigs",1530.4
"2938","Dublin plus Mid East","1994","Total pigs",69.7
"2939","Border","1994","Total pigs",448
"2940","Midland","1994","Total pigs",203.9
"2941","West","1994","Total pigs",55.6
"2942","Mid-West","1994","Total pigs",86.4
"2943","South-East","1994","Total pigs",317.1
"2944","South-West","1994","Total pigs",349.7
"2945","State","1995","Total pigs",1550.4
"2946","Dublin plus Mid East","1995","Total pigs",81.6
"2947","Border","1995","Total pigs",443.7
"2948","Midland","1995","Total pigs",223.5
"2949","West","1995","Total pigs",41.1
"2950","Mid-West","1995","Total pigs",85
"2951","South-East","1995","Total pigs",329.1
"2952","South-West","1995","Total pigs",346.4
"2953","State","1996","Total pigs",1620.8
"2954","Dublin plus Mid East","1996","Total pigs",83.5
"2955","Border","1996","Total pigs",440.4
"2956","Midland","1996","Total pigs",232.7
"2957","West","1996","Total pigs",54.7
"2958","Mid-West","1996","Total pigs",81
"2959","South-East","1996","Total pigs",351.8
"2960","South-West","1996","Total pigs",376.7
"2961","State","1997","Total pigs",1699.5
"2962","Dublin plus Mid East","1997","Total pigs",88.6
"2963","Border","1997","Total pigs",418.2
"2964","Midland","1997","Total pigs",242.8
"2965","West","1997","Total pigs",61.6
"2966","Mid-West","1997","Total pigs",98
"2967","South-East","1997","Total pigs",370.2
"2968","South-West","1997","Total pigs",420.1
"2969","State","1998","Total pigs",1818.6
"2970","Dublin plus Mid East","1998","Total pigs",84.5
"2971","Border","1998","Total pigs",508.9
"2972","Midland","1998","Total pigs",254.2
"2973","West","1998","Total pigs",54.2
"2974","Mid-West","1998","Total pigs",110.1
"2975","South-East","1998","Total pigs",376.3
"2976","South-West","1998","Total pigs",430.4
"2977","State","1999","Total pigs",1786.9
"2978","Dublin plus Mid East","1999","Total pigs",83.4
"2979","Border","1999","Total pigs",478.1
"2980","Midland","1999","Total pigs",258
"2981","West","1999","Total pigs",58.8
"2982","Mid-West","1999","Total pigs",111
"2983","South-East","1999","Total pigs",373.2
"2984","South-West","1999","Total pigs",424.3
"2985","State","2000","Total pigs",1722.1
"2986","Dublin plus Mid East","2000","Total pigs",92
"2987","Border","2000","Total pigs",482.2
"2988","Midland","2000","Total pigs",226.9
"2989","West","2000","Total pigs",57.4
"2990","Mid-West","2000","Total pigs",116
"2991","South-East","2000","Total pigs",333.4
"2992","South-West","2000","Total pigs",414.2
"2993","State","2001","Total pigs",1743
"2994","Dublin plus Mid East","2001","Total pigs",83.6
"2995","Border","2001","Total pigs",533.4
"2996","Midland","2001","Total pigs",247.1
"2997","West","2001","Total pigs",58.8
"2998","Mid-West","2001","Total pigs",100.7
"2999","South-East","2001","Total pigs",329.5
"3000","South-West","2001","Total pigs",389.8
"3001","State","2002","Total pigs",1784.5
"3002","Dublin plus Mid East","2002","Total pigs",79.4
"3003","Border","2002","Total pigs",543.5
"3004","Midland","2002","Total pigs",239.6
"3005","West","2002","Total pigs",61.3
"3006","Mid-West","2002","Total pigs",85.8
"3007","South-East","2002","Total pigs",364.9
"3008","South-West","2002","Total pigs",410.1
"3009","State","2003","Total pigs",1726.2
"3010","Dublin plus Mid East","2003","Total pigs",78.4
"3011","Border","2003","Total pigs",533.6
"3012","Midland","2003","Total pigs",241.7
"3013","West","2003","Total pigs",63.4
"3014","Mid-West","2003","Total pigs",110.7
